Corrección de efectos;Componentes del coste;Tipo de dato;Periodo;Total
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2021T3;696,5
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2021T2;702,02
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2021T1;697,79
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2020T4;690,94
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2020T3;666,29
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2020T2;638,83
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2020T1;680,54
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2019T4;679,72
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2019T3;676,67
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2019T2;672,37
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2019T1;674,08
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2018T4;653,51
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2018T3;657,25
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2018T2;650,2
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2018T1;653,67
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2017T4;648,7
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2017T3;645,15
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2017T2;642,57
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2017T1;652,62
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2016T4;639,24
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2016T3;640,79
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2016T2;646,07
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2016T1;649,25
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2015T4;645,25
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2015T3;646,58
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2015T2;649,76
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2015T1;655,74
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2014T4;646,96
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2014T3;649,64
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2014T2;651,06
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2014T1;668,64
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2013T4;656,76
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2013T3;659,22
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2013T2;654,52
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2013T1;671
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2012T4;651,78
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2012T3;649,86
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2012T2;652,07
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2012T1;673,15
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2011T4;663,73
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2011T3;656,07
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2011T2;661,01
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2011T1;666,98
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2010T4;649,27
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2010T3;642,22
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2010T2;651,36
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2010T1;664,11
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2009T4;655,98
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2009T3;652,3
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2009T2;655,41
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2009T1;671,67
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2008T4;643,53
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2008T3;627,72
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2008T2;633,05
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2008T1;623,26
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2007T4;608,31
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2007T3;606,31
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2007T2;607,96
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2007T1;605,69
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2006T4;580,85
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2006T3;578,52
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2006T2;584,96
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2006T1;588,26
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2005T4;560,78
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2005T3;553,5
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2005T2;553,03
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2005T1;557,58
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2004T4;540,29
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2004T3;534,49
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2004T2;532,86
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2004T1;537,28
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2003T4;524,14
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2003T3;517,54
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2003T2;514,82
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2003T1;517,28
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2002T4;497,66
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2002T3;491,23
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2002T2;484,54
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2002T1;482,65
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2001T4;468,3
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2001T3;462,64
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2001T2;457,56
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2001T1;452,67
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2000T4;439,24
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2000T3;436,4
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2000T2;431,02
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Euros;2000T1;429,54
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2024T4;3,7
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2024T3;5,2
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2024T2;4,3
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2024T1;4,2
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2023T4;8
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2023T3;7,2
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2023T2;8
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2023T1;6,8
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2022T4;2,8
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2022T3;3,8
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2022T2;2,2
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2022T1;3,5
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2021T4;2,6
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2021T3;4,5
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2021T2;9,9
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2021T1;2,5
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2020T4;1,7
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2020T3;-1,5
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2020T2;-5
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2020T1;1
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2019T4;4
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2019T3;3
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2019T2;3,4
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2019T1;3,1
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2018T4;0,7
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2018T3;1,9
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2018T2;1,2
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2018T1;0,2
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2017T4;1,5
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2017T3;0,7
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2017T2;-0,5
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2017T1;0,5
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2016T4;-0,9
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2016T3;-0,9
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2016T2;-0,6
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2016T1;-1
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2015T4;-0,3
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2015T3;-0,5
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2015T2;-0,2
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2015T1;-1,9
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2014T4;-1,5
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2014T3;-1,5
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2014T2;-0,5
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2014T1;-0,4
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2013T4;0,8
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2013T3;1,4
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2013T2;0,4
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2013T1;-0,3
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2012T4;-1,8
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2012T3;-0,9
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2012T2;-1,4
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2012T1;0,9
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2011T4;2,2
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2011T3;2,2
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2011T2;1,5
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2011T1;0,4
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2010T4;-1
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2010T3;-1,5
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2010T2;-0,6
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2010T1;-1,1
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2009T4;1,9
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2009T3;3,9
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2009T2;3,5
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2009T1;7,8
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2008T4;5,8
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2008T3;3,5
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2008T2;4,1
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2008T1;2,9
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2007T4;4,7
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2007T3;4,8
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2007T2;3,9
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2007T1;3
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2006T4;3,6
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2006T3;4,5
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2006T2;5,8
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2006T1;5,5
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2005T4;3,8
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2005T3;3,6
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2005T2;3,8
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2005T1;3,8
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2004T4;3,1
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2004T3;3,3
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2004T2;3,5
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2004T1;3,9
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2003T4;5,3
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2003T3;5,4
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2003T2;6,2
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2003T1;7,2
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2002T4;6,3
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2002T3;6,2
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2002T2;5,9
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2002T1;6,6
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2001T4;6,6
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2001T3;6
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2001T2;6,2
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2001T1;5,4
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2000T4;..
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2000T3;..
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2000T2;..
Datos no ajustados de estacionalidad y calendario;Otros costes por trabajador;Tasa de variación anual;2000T1;..
Datos ajustados de calendario;Coste total por trabajador;Euros;2024T4;3.257,76
Datos ajustados de calendario;Coste total por trabajador;Euros;2024T3;3.020,91
Datos ajustados de calendario;Coste total por trabajador;Euros;2024T2;3.160,17
Datos ajustados de calendario;Coste total por trabajador;Euros;2024T1;3.010,86
Datos ajustados de calendario;Coste total por trabajador;Euros;2023T4;3.146,61
Datos ajustados de calendario;Coste total por trabajador;Euros;2023T3;2.892,77
Datos ajustados de calendario;Coste total por trabajador;Euros;2023T2;3.038,03
Datos ajustados de calendario;Coste total por trabajador;Euros;2023T1;2.896,59
Datos ajustados de calendario;Coste total por trabajador;Euros;2022T4;2.996,67
Datos ajustados de calendario;Coste total por trabajador;Euros;2022T3;2.754,8
Datos ajustados de calendario;Coste total por trabajador;Euros;2022T2;2.871,54
Datos ajustados de calendario;Coste total por trabajador;Euros;2022T1;2.728,04
Datos ajustados de calendario;Coste total por trabajador;Euros;2021T4;2.874,63
Datos ajustados de calendario;Coste total por trabajador;Euros;2021T3;2.648
Datos ajustados de calendario;Coste total por trabajador;Euros;2021T2;2.766,72
Datos ajustados de calendario;Coste total por trabajador;Euros;2021T1;2.605,51
Datos ajustados de calendario;Coste total por trabajador;Euros;2020T4;2.751,73
Datos ajustados de calendario;Coste total por trabajador;Euros;2020T3;2.525,21
Datos ajustados de calendario;Coste total por trabajador;Euros;2020T2;2.443,13
Datos ajustados de calendario;Coste total por trabajador;Euros;2020T1;2.569,95
Datos ajustados de calendario;Coste total por trabajador;Euros;2019T4;2.754,83
Datos ajustados de calendario;Coste total por trabajador;Euros;2019T3;2.553,61
Datos ajustados de calendario;Coste total por trabajador;Euros;2019T2;2.665,05
Datos ajustados de calendario;Coste total por trabajador;Euros;2019T1;2.549,48
Datos ajustados de calendario;Coste total por trabajador;Euros;2018T4;2.692,71
Datos ajustados de calendario;Coste total por trabajador;Euros;2018T3;2.499,82
Datos ajustados de calendario;Coste total por trabajador;Euros;2018T2;2.600,64
Datos ajustados de calendario;Coste total por trabajador;Euros;2018T1;2.498,79
Datos ajustados de calendario;Coste total por trabajador;Euros;2017T4;2.669,5
Datos ajustados de calendario;Coste total por trabajador;Euros;2017T3;2.454,37
Datos ajustados de calendario;Coste total por trabajador;Euros;2017T2;2.585,16
Datos ajustados de calendario;Coste total por trabajador;Euros;2017T1;2.480,75
Datos ajustados de calendario;Coste total por trabajador;Euros;2016T4;2.650,25
Datos ajustados de calendario;Coste total por trabajador;Euros;2016T3;2.444,94
Datos ajustados de calendario;Coste total por trabajador;Euros;2016T2;2.587,02
Datos ajustados de calendario;Coste total por trabajador;Euros;2016T1;2.483,4
Datos ajustados de calendario;Coste total por trabajador;Euros;2015T4;2.670,88
Datos ajustados de calendario;Coste total por trabajador;Euros;2015T3;2.456,31
Datos ajustados de calendario;Coste total por trabajador;Euros;2015T2;2.592,22
Datos ajustados de calendario;Coste total por trabajador;Euros;2015T1;2.487,4
Datos ajustados de calendario;Coste total por trabajador;Euros;2014T4;2.638,15
Datos ajustados de calendario;Coste total por trabajador;Euros;2014T3;2.450,19
Datos ajustados de calendario;Coste total por trabajador;Euros;2014T2;2.581,56
Datos ajustados de calendario;Coste total por trabajador;Euros;2014T1;2.474,1
Datos ajustados de calendario;Coste total por trabajador;Euros;2013T4;2.652,44
Datos ajustados de calendario;Coste total por trabajador;Euros;2013T3;2.460,66
Datos ajustados de calendario;Coste total por trabajador;Euros;2013T2;2.582,27
Datos ajustados de calendario;Coste total por trabajador;Euros;2013T1;2.481,49
Datos ajustados de calendario;Coste total por trabajador;Euros;2012T4;2.599,02
Datos ajustados de calendario;Coste total por trabajador;Euros;2012T3;2.455,44
Datos ajustados de calendario;Coste total por trabajador;Euros;2012T2;2.592,33
Datos ajustados de calendario;Coste total por trabajador;Euros;2012T1;2.514,05
Datos ajustados de calendario;Coste total por trabajador;Euros;2011T4;2.683,92
Datos ajustados de calendario;Coste total por trabajador;Euros;2011T3;2.457,13
Datos ajustados de calendario;Coste total por trabajador;Euros;2011T2;2.600,1
Datos ajustados de calendario;Coste total por trabajador;Euros;2011T1;2.485,83
Datos ajustados de calendario;Coste total por trabajador;Euros;2010T4;2.642,32
Datos ajustados de calendario;Coste total por trabajador;Euros;2010T3;2.420,7
Datos ajustados de calendario;Coste total por trabajador;Euros;2010T2;2.578,44
Datos ajustados de calendario;Coste total por trabajador;Euros;2010T1;2.466,36
Datos ajustados de calendario;Coste total por trabajador;Euros;2009T4;2.648,62
Datos ajustados de calendario;Coste total por trabajador;Euros;2009T3;2.428,86
Datos ajustados de calendario;Coste total por trabajador;Euros;2009T2;2.549,73
Datos ajustados de calendario;Coste total por trabajador;Euros;2009T1;2.440,91
Datos ajustados de calendario;Coste total por trabajador;Euros;2008T4;2.582,67
Datos ajustados de calendario;Coste total por trabajador;Euros;2008T3;2.350,6
Datos ajustados de calendario;Coste total por trabajador;Euros;2008T2;2.449,96
Datos ajustados de calendario;Coste total por trabajador;Euros;2008T1;2.343,83
Datos ajustados de calendario;Coste total por trabajador;Euros;2007T4;2.460,39
Datos ajustados de calendario;Coste total por trabajador;Euros;2007T3;2.242,1
Datos ajustados de calendario;Coste total por trabajador;Euros;2007T2;2.340,39
Datos ajustados de calendario;Coste total por trabajador;Euros;2007T1;2.238,94
Datos ajustados de calendario;Coste total por trabajador;Euros;2006T4;2.359,8
Datos ajustados de calendario;Coste total por trabajador;Euros;2006T3;2.153,15
Datos ajustados de calendario;Coste total por trabajador;Euros;2006T2;2.255,15
Datos ajustados de calendario;Coste total por trabajador;Euros;2006T1;2.153,69
Datos ajustados de calendario;Coste total por trabajador;Euros;2005T4;2.252,26
Datos ajustados de calendario;Coste total por trabajador;Euros;2005T3;2.056,02
Datos ajustados de calendario;Coste total por trabajador;Euros;2005T2;2.140,02
Datos ajustados de calendario;Coste total por trabajador;Euros;2005T1;2.065,28
Datos ajustados de calendario;Coste total por trabajador;Euros;2004T4;2.189,33
Datos ajustados de calendario;Coste total por trabajador;Euros;2004T3;2.006,26
Datos ajustados de calendario;Coste total por trabajador;Euros;2004T2;2.067,83
Datos ajustados de calendario;Coste total por trabajador;Euros;2004T1;2.016,53
Datos ajustados de calendario;Coste total por trabajador;Euros;2003T4;2.133,53
Datos ajustados de calendario;Coste total por trabajador;Euros;2003T3;1.960,97
Datos ajustados de calendario;Coste total por trabajador;Euros;2003T2;2.000,13
Datos ajustados de calendario;Coste total por trabajador;Euros;2003T1;1.940,09
Datos ajustados de calendario;Coste total por trabajador;Euros;2002T4;2.051,97
Datos ajustados de calendario;Coste total por trabajador;Euros;2002T3;1.888,27
Datos ajustados de calendario;Coste total por trabajador;Euros;2002T2;1.906,71
Datos ajustados de calendario;Coste total por trabajador;Euros;2002T1;1.838,24
Datos ajustados de calendario;Coste total por trabajador;Euros;2001T4;1.967,22
Datos ajustados de calendario;Coste total por trabajador;Euros;2001T3;1.810,63
Datos ajustados de calendario;Coste total por trabajador;Euros;2001T2;1.827,64
Datos ajustados de calendario;Coste total por trabajador;Euros;2001T1;1.755,38
Datos ajustados de calendario;Coste total por trabajador;Euros;2000T4;1.883,75
Datos ajustados de calendario;Coste total por trabajador;Euros;2000T3;1.734,8
Datos ajustados de calendario;Coste total por trabajador;Euros;2000T2;1.765,26
Datos ajustados de calendario;Coste total por trabajador;Euros;2000T1;1.693,07
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2024T4;3,5
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2024T3;4,4
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2024T2;4
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2024T1;3,9
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2023T4;5
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2023T3;5
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2023T2;5,8
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2023T1;6,2
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2022T4;4,2
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2022T3;4
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2022T2;3,8
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2022T1;4,7
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2021T4;4,5
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2021T3;4,9
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2021T2;13,2
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2021T1;1,4
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2020T4;-0,1
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2020T3;-1,1
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2020T2;-8,3
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2020T1;0,8
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2019T4;2,3
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2019T3;2,2
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2019T2;2,5
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2019T1;2
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2018T4;0,9
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2018T3;1,9
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2018T2;0,6
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2018T1;0,7
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2017T4;0,7
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2017T3;0,4
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2017T2;-0,1
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2017T1;-0,1
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2016T4;-0,8
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2016T3;-0,5
Datos ajustados de calendario;Coste total por trabajador;Tasa de variación anual;2016T2;-0,2
