Secciones de la CNAE-09;Tiempo de trabajo;Periodo;Total
P Educación;Horas no trabajadas por vacaciones y fiestas;2010T4;10,9
P Educación;Horas no trabajadas por vacaciones y fiestas;2010T3;34,3
P Educación;Horas no trabajadas por vacaciones y fiestas;2010T2;9,5
P Educación;Horas no trabajadas por vacaciones y fiestas;2010T1;9,5
P Educación;Horas no trabajadas por vacaciones y fiestas;2009T4;11
P Educación;Horas no trabajadas por vacaciones y fiestas;2009T3;40,6
P Educación;Horas no trabajadas por vacaciones y fiestas;2009T2;11,4
P Educación;Horas no trabajadas por vacaciones y fiestas;2009T1;8,6
P Educación;Horas no trabajadas por vacaciones y fiestas;2008T4;11
P Educación;Horas no trabajadas por vacaciones y fiestas;2008T3;37,6
P Educación;Horas no trabajadas por vacaciones y fiestas;2008T2;4,2
P Educación;Horas no trabajadas por vacaciones y fiestas;2008T1;12,7
P Educación;Horas no trabajadas por I.T;2024T4;4,7
P Educación;Horas no trabajadas por I.T;2024T3;3,9
P Educación;Horas no trabajadas por I.T;2024T2;5,7
P Educación;Horas no trabajadas por I.T;2024T1;5,2
P Educación;Horas no trabajadas por I.T;2023T4;4,7
P Educación;Horas no trabajadas por I.T;2023T3;3,8
P Educación;Horas no trabajadas por I.T;2023T2;5,3
P Educación;Horas no trabajadas por I.T;2023T1;5,2
P Educación;Horas no trabajadas por I.T;2022T4;4,5
P Educación;Horas no trabajadas por I.T;2022T3;3,5
P Educación;Horas no trabajadas por I.T;2022T2;5,9
P Educación;Horas no trabajadas por I.T;2022T1;6,6
P Educación;Horas no trabajadas por I.T;2021T4;4,4
P Educación;Horas no trabajadas por I.T;2021T3;3,7
P Educación;Horas no trabajadas por I.T;2021T2;5,6
P Educación;Horas no trabajadas por I.T;2021T1;5,6
P Educación;Horas no trabajadas por I.T;2020T4;5,1
P Educación;Horas no trabajadas por I.T;2020T3;3,2
P Educación;Horas no trabajadas por I.T;2020T2;4,5
P Educación;Horas no trabajadas por I.T;2020T1;4,4
P Educación;Horas no trabajadas por I.T;2019T4;4,1
P Educación;Horas no trabajadas por I.T;2019T3;3,3
P Educación;Horas no trabajadas por I.T;2019T2;4,5
P Educación;Horas no trabajadas por I.T;2019T1;4,1
P Educación;Horas no trabajadas por I.T;2018T4;3,6
P Educación;Horas no trabajadas por I.T;2018T3;2,9
P Educación;Horas no trabajadas por I.T;2018T2;3,9
P Educación;Horas no trabajadas por I.T;2018T1;3,6
P Educación;Horas no trabajadas por I.T;2017T4;3,4
P Educación;Horas no trabajadas por I.T;2017T3;3
P Educación;Horas no trabajadas por I.T;2017T2;3,8
P Educación;Horas no trabajadas por I.T;2017T1;3,4
P Educación;Horas no trabajadas por I.T;2016T4;2,8
P Educación;Horas no trabajadas por I.T;2016T3;2,4
P Educación;Horas no trabajadas por I.T;2016T2;3,7
P Educación;Horas no trabajadas por I.T;2016T1;3,1
P Educación;Horas no trabajadas por I.T;2015T4;2,8
P Educación;Horas no trabajadas por I.T;2015T3;2,2
P Educación;Horas no trabajadas por I.T;2015T2;2,6
P Educación;Horas no trabajadas por I.T;2015T1;3,1
P Educación;Horas no trabajadas por I.T;2014T4;2,6
P Educación;Horas no trabajadas por I.T;2014T3;1,5
P Educación;Horas no trabajadas por I.T;2014T2;2,4
P Educación;Horas no trabajadas por I.T;2014T1;2,6
P Educación;Horas no trabajadas por I.T;2013T4;2,3
P Educación;Horas no trabajadas por I.T;2013T3;2
P Educación;Horas no trabajadas por I.T;2013T2;2,5
P Educación;Horas no trabajadas por I.T;2013T1;2,7
P Educación;Horas no trabajadas por I.T;2012T4;2,2
P Educación;Horas no trabajadas por I.T;2012T3;1,8
P Educación;Horas no trabajadas por I.T;2012T2;2,6
P Educación;Horas no trabajadas por I.T;2012T1;2,8
P Educación;Horas no trabajadas por I.T;2011T4;2,6
P Educación;Horas no trabajadas por I.T;2011T3;2,4
P Educación;Horas no trabajadas por I.T;2011T2;3,6
P Educación;Horas no trabajadas por I.T;2011T1;3,6
P Educación;Horas no trabajadas por I.T;2010T4;2,8
P Educación;Horas no trabajadas por I.T;2010T3;2,3
P Educación;Horas no trabajadas por I.T;2010T2;3,5
P Educación;Horas no trabajadas por I.T;2010T1;3,2
P Educación;Horas no trabajadas por I.T;2009T4;3,1
P Educación;Horas no trabajadas por I.T;2009T3;2,5
P Educación;Horas no trabajadas por I.T;2009T2;3,8
P Educación;Horas no trabajadas por I.T;2009T1;3,6
P Educación;Horas no trabajadas por I.T;2008T4;2,9
P Educación;Horas no trabajadas por I.T;2008T3;2,4
P Educación;Horas no trabajadas por I.T;2008T2;3,8
P Educación;Horas no trabajadas por I.T;2008T1;3,8
P Educación;Horas extras por trabajador;2024T4;0
P Educación;Horas extras por trabajador;2024T3;0
P Educación;Horas extras por trabajador;2024T2;0,1
P Educación;Horas extras por trabajador;2024T1;0
P Educación;Horas extras por trabajador;2023T4;0
P Educación;Horas extras por trabajador;2023T3;0
P Educación;Horas extras por trabajador;2023T2;0
P Educación;Horas extras por trabajador;2023T1;0
P Educación;Horas extras por trabajador;2022T4;0,1
P Educación;Horas extras por trabajador;2022T3;0
P Educación;Horas extras por trabajador;2022T2;0,1
P Educación;Horas extras por trabajador;2022T1;0
P Educación;Horas extras por trabajador;2021T4;0
P Educación;Horas extras por trabajador;2021T3;0
P Educación;Horas extras por trabajador;2021T2;0
P Educación;Horas extras por trabajador;2021T1;0
P Educación;Horas extras por trabajador;2020T4;0
P Educación;Horas extras por trabajador;2020T3;0
P Educación;Horas extras por trabajador;2020T2;0,1
P Educación;Horas extras por trabajador;2020T1;0,1
P Educación;Horas extras por trabajador;2019T4;0
P Educación;Horas extras por trabajador;2019T3;0
P Educación;Horas extras por trabajador;2019T2;0
P Educación;Horas extras por trabajador;2019T1;0
P Educación;Horas extras por trabajador;2018T4;0
P Educación;Horas extras por trabajador;2018T3;0
P Educación;Horas extras por trabajador;2018T2;0
P Educación;Horas extras por trabajador;2018T1;0
P Educación;Horas extras por trabajador;2017T4;0
P Educación;Horas extras por trabajador;2017T3;0,1
P Educación;Horas extras por trabajador;2017T2;0
P Educación;Horas extras por trabajador;2017T1;0
P Educación;Horas extras por trabajador;2016T4;0
P Educación;Horas extras por trabajador;2016T3;0
P Educación;Horas extras por trabajador;2016T2;0,1
P Educación;Horas extras por trabajador;2016T1;0
P Educación;Horas extras por trabajador;2015T4;0,1
P Educación;Horas extras por trabajador;2015T3;0
P Educación;Horas extras por trabajador;2015T2;0,1
P Educación;Horas extras por trabajador;2015T1;0,1
P Educación;Horas extras por trabajador;2014T4;0
P Educación;Horas extras por trabajador;2014T3;0
P Educación;Horas extras por trabajador;2014T2;0
P Educación;Horas extras por trabajador;2014T1;0
P Educación;Horas extras por trabajador;2013T4;0
P Educación;Horas extras por trabajador;2013T3;0
P Educación;Horas extras por trabajador;2013T2;0
P Educación;Horas extras por trabajador;2013T1;0
P Educación;Horas extras por trabajador;2012T4;0
P Educación;Horas extras por trabajador;2012T3;0
P Educación;Horas extras por trabajador;2012T2;0
P Educación;Horas extras por trabajador;2012T1;0
P Educación;Horas extras por trabajador;2011T4;0
P Educación;Horas extras por trabajador;2011T3;0
P Educación;Horas extras por trabajador;2011T2;0,1
P Educación;Horas extras por trabajador;2011T1;0,1
P Educación;Horas extras por trabajador;2010T4;0
P Educación;Horas extras por trabajador;2010T3;0,1
P Educación;Horas extras por trabajador;2010T2;0,1
P Educación;Horas extras por trabajador;2010T1;0
P Educación;Horas extras por trabajador;2009T4;0
P Educación;Horas extras por trabajador;2009T3;0
P Educación;Horas extras por trabajador;2009T2;0
P Educación;Horas extras por trabajador;2009T1;0
P Educación;Horas extras por trabajador;2008T4;0
P Educación;Horas extras por trabajador;2008T3;0
P Educación;Horas extras por trabajador;2008T2;0
P Educación;Horas extras por trabajador;2008T1;0
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2024T4;147,3
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2024T3;148,2
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2024T2;146,7
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2024T1;146,4
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2023T4;146,8
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2023T3;147,4
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2023T2;145,8
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2023T1;145,6
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2022T4;146,8
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2022T3;148,7
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2022T2;147,3
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2022T1;147,3
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2021T4;147,7
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2021T3;149,2
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2021T2;148
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2021T1;147,4
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2020T4;146,8
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2020T3;148
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2020T2;147,1
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2020T1;146
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2019T4;146,6
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2019T3;148,1
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2019T2;146,5
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2019T1;146,7
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2018T4;146,8
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2018T3;148,1
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2018T2;147,2
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2018T1;146,6
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2017T4;147,4
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2017T3;148,5
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2017T2;147,4
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2017T1;147,4
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2016T4;147,2
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2016T3;148,7
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2016T2;147,8
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2016T1;147,2
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2015T4;147,6
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2015T3;148,7
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2015T2;147,5
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2015T1;147,5
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2014T4;147,9
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2014T3;148,7
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2014T2;148,1
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2014T1;148,4
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2013T4;148,3
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2013T3;149,5
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2013T2;148,2
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2013T1;147,9
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2012T4;148,4
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2012T3;149,6
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2012T2;148
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2012T1;147,5
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2011T4;147,9
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2011T3;148,9
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2011T2;148
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2011T1;147,6
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2010T4;148,1
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2010T3;149
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2010T2;147,9
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2010T1;147,6
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2009T4;147,9
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2009T3;148,9
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2009T2;148,1
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2009T1;147,9
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2008T4;148,5
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2008T3;149,6
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2008T2;148,9
Q Actividades sanitarias y de servicios sociales;Horas pactadas;2008T1;148,4
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2024T4;147,2
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2024T3;147,9
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2024T2;146,5
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2024T1;146,3
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2023T4;146,7
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2023T3;147,2
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2023T2;145,6
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2023T1;145,4
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2022T4;146,6
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2022T3;148,4
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2022T2;147
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2022T1;147,2
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2021T4;147,5
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2021T3;148,9
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2021T2;147,7
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2021T1;147,1
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2020T4;146,4
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2020T3;147,4
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2020T2;146,8
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2020T1;145,8
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2019T4;146,2
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2019T3;147,5
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2019T2;146,2
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2019T1;146,3
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2018T4;146,4
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2018T3;147,6
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2018T2;146,7
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2018T1;146,1
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2017T4;146,9
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2017T3;148,1
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2017T2;147
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2017T1;147,1
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2016T4;146,8
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2016T3;148,2
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2016T2;147,4
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2016T1;146,8
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2015T4;147,1
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2015T3;148,2
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2015T2;147,3
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2015T1;147,2
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2014T4;147,5
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2014T3;148,4
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2014T2;147,8
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2014T1;148,1
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2013T4;148,1
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2013T3;149,2
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2013T2;147,9
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2013T1;147,7
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2012T4;147,8
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2012T3;149,3
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2012T2;147,7
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2012T1;147,2
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2011T4;147,7
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2011T3;148,7
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2011T2;147,8
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2011T1;147,4
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2010T4;148
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2010T3;148,8
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2010T2;147,7
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2010T1;147,5
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2009T4;147,8
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2009T3;148,6
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2009T2;148,1
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2009T1;147,8
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2008T4;148,4
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2008T3;149,5
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2008T2;148,8
Q Actividades sanitarias y de servicios sociales;Horas pagadas;2008T1;148,3
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2024T4;117
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2024T3;107,2
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2024T2;123,2
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2024T1;120,6
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2023T4;116,3
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2023T3;105,6
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2023T2;119,4
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2023T1;124,6
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2022T4;117,8
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2022T3;108,8
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2022T2;122,1
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2022T1;123,7
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2021T4;118,4
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2021T3;110,6
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2021T2;122,4
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2021T1;123,9
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2020T4;117,2
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2020T3;107,9
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2020T2;113,3
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2020T1;122,5
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2019T4;120,3
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2019T3;109
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2019T2;122,4
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2019T1;126,9
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2018T4;119,7
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2018T3;108,8
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2018T2;127,8
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2018T1;124,8
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2017T4;120,2
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2017T3;108,9
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2017T2;123,8
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2017T1;129,4
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2016T4;120,5
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2016T3;108,7
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2016T2;130,2
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2016T1;124,2
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2015T4;122
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2015T3;109,3
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2015T2;124,8
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2015T1;128,8
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2014T4;123,8
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2014T3;109,3
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2014T2;125,6
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2014T1;130,6
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2013T4;123,9
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2013T3;110,7
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2013T2;130,6
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2013T1;129,4
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2012T4;123
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2012T3;111,2
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2012T2;126,9
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2012T1;131,1
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2011T4;122,2
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2011T3;109,6
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2011T2;126,5
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2011T1;130,3
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2010T4;122,7
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2010T3;111,5
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2010T2;127,3
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2010T1;128,1
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2009T4;123,2
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2009T3;109,9
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2009T2;125,6
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2009T1;129,4
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2008T4;125,3
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2008T3;110,2
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2008T2;130,6
Q Actividades sanitarias y de servicios sociales;Horas efectivas;2008T1;127
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2024T4;30,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2024T3;41,4
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2024T2;23,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2024T1;26,2
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2023T4;30,9
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2023T3;42,1
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2023T2;26,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2023T1;21,3
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2022T4;29,3
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2022T3;40,2
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2022T2;25,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2022T1;24
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2021T4;29,6
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2021T3;38,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2021T2;25,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2021T1;23,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2020T4;29,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2020T3;40,3
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2020T2;33,9
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2020T1;23,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2019T4;26,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2019T3;39,2
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2019T2;24,3
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2019T1;19,9
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2018T4;27,3
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2018T3;39,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2018T2;19,6
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2018T1;21,9
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2017T4;27,4
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2017T3;39,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2017T2;23,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2017T1;18,2
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2016T4;26,9
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2016T3;40,2
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2016T2;17,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2016T1;23,1
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2015T4;25,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2015T3;39,6
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2015T2;22,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2015T1;18,9
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2014T4;24,3
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2014T3;39,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2014T2;22,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2014T1;17,9
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2013T4;24,6
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2013T3;39
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2013T2;17,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2013T1;18,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2012T4;25,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2012T3;38,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2012T2;21,2
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2012T1;16,6
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2011T4;25,9
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2011T3;39,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2011T2;21,6
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2011T1;17,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2010T4;25,5
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2010T3;37,6
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2010T2;20,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2010T1;19,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2009T4;24,8
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2009T3;39,1
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2009T2;22,7
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2009T1;18,6
Q Actividades sanitarias y de servicios sociales;Horas no trabajadas;2008T4;23,4
