Comunidades y Ciudades Autónomas;Componentes del coste;Tipo de dato;Periodo;Total
04 Balears, Illes;Otros costes por trabajador;Índice;2021T4;114,7
04 Balears, Illes;Otros costes por trabajador;Índice;2021T3;99,4
04 Balears, Illes;Otros costes por trabajador;Índice;2021T2;102,9
04 Balears, Illes;Otros costes por trabajador;Índice;2021T1;103,3
04 Balears, Illes;Otros costes por trabajador;Índice;2020T4;107,1
04 Balears, Illes;Otros costes por trabajador;Índice;2020T3;95,4
04 Balears, Illes;Otros costes por trabajador;Índice;2020T2;87,3
04 Balears, Illes;Otros costes por trabajador;Índice;2020T1;110,2
04 Balears, Illes;Otros costes por trabajador;Índice;2019T4;116,2
04 Balears, Illes;Otros costes por trabajador;Índice;2019T3;114,1
04 Balears, Illes;Otros costes por trabajador;Índice;2019T2;111,5
04 Balears, Illes;Otros costes por trabajador;Índice;2019T1;109,6
04 Balears, Illes;Otros costes por trabajador;Índice;2018T4;112,7
04 Balears, Illes;Otros costes por trabajador;Índice;2018T3;110,7
04 Balears, Illes;Otros costes por trabajador;Índice;2018T2;107
04 Balears, Illes;Otros costes por trabajador;Índice;2018T1;106,4
04 Balears, Illes;Otros costes por trabajador;Índice;2017T4;110
04 Balears, Illes;Otros costes por trabajador;Índice;2017T3;106
04 Balears, Illes;Otros costes por trabajador;Índice;2017T2;105,2
04 Balears, Illes;Otros costes por trabajador;Índice;2017T1;102,1
04 Balears, Illes;Otros costes por trabajador;Índice;2016T4;107,7
04 Balears, Illes;Otros costes por trabajador;Índice;2016T3;103,4
04 Balears, Illes;Otros costes por trabajador;Índice;2016T2;106,4
04 Balears, Illes;Otros costes por trabajador;Índice;2016T1;101,3
04 Balears, Illes;Otros costes por trabajador;Índice;2015T4;104,7
04 Balears, Illes;Otros costes por trabajador;Índice;2015T3;102,1
04 Balears, Illes;Otros costes por trabajador;Índice;2015T2;101,4
04 Balears, Illes;Otros costes por trabajador;Índice;2015T1;109,1
04 Balears, Illes;Otros costes por trabajador;Índice;2014T4;110,4
04 Balears, Illes;Otros costes por trabajador;Índice;2014T3;104,9
04 Balears, Illes;Otros costes por trabajador;Índice;2014T2;101,8
04 Balears, Illes;Otros costes por trabajador;Índice;2014T1;109,6
04 Balears, Illes;Otros costes por trabajador;Índice;2013T4;105,7
04 Balears, Illes;Otros costes por trabajador;Índice;2013T3;104,1
04 Balears, Illes;Otros costes por trabajador;Índice;2013T2;101,7
04 Balears, Illes;Otros costes por trabajador;Índice;2013T1;108,1
04 Balears, Illes;Otros costes por trabajador;Índice;2012T4;105,4
04 Balears, Illes;Otros costes por trabajador;Índice;2012T3;104,8
04 Balears, Illes;Otros costes por trabajador;Índice;2012T2;103,4
04 Balears, Illes;Otros costes por trabajador;Índice;2012T1;104,7
04 Balears, Illes;Otros costes por trabajador;Índice;2011T4;106,2
04 Balears, Illes;Otros costes por trabajador;Índice;2011T3;104,2
04 Balears, Illes;Otros costes por trabajador;Índice;2011T2;115,4
04 Balears, Illes;Otros costes por trabajador;Índice;2011T1;110,4
04 Balears, Illes;Otros costes por trabajador;Índice;2010T4;112
04 Balears, Illes;Otros costes por trabajador;Índice;2010T3;100,8
04 Balears, Illes;Otros costes por trabajador;Índice;2010T2;102,9
04 Balears, Illes;Otros costes por trabajador;Índice;2010T1;108,9
04 Balears, Illes;Otros costes por trabajador;Índice;2009T4;107,5
04 Balears, Illes;Otros costes por trabajador;Índice;2009T3;104,7
04 Balears, Illes;Otros costes por trabajador;Índice;2009T2;104,7
04 Balears, Illes;Otros costes por trabajador;Índice;2009T1;111,6
04 Balears, Illes;Otros costes por trabajador;Índice;2008T4;113,8
04 Balears, Illes;Otros costes por trabajador;Índice;2008T3;97,7
04 Balears, Illes;Otros costes por trabajador;Índice;2008T2;98,3
04 Balears, Illes;Otros costes por trabajador;Índice;2008T1;99,2
04 Balears, Illes;Otros costes por trabajador;Índice;2007T4;97,1
04 Balears, Illes;Otros costes por trabajador;Índice;2007T3;93,3
04 Balears, Illes;Otros costes por trabajador;Índice;2007T2;99,5
04 Balears, Illes;Otros costes por trabajador;Índice;2007T1;91,4
04 Balears, Illes;Otros costes por trabajador;Índice;2006T4;94,2
04 Balears, Illes;Otros costes por trabajador;Índice;2006T3;90,8
04 Balears, Illes;Otros costes por trabajador;Índice;2006T2;89,1
04 Balears, Illes;Otros costes por trabajador;Índice;2006T1;91,5
04 Balears, Illes;Otros costes por trabajador;Índice;2005T4;92,9
04 Balears, Illes;Otros costes por trabajador;Índice;2005T3;87,3
04 Balears, Illes;Otros costes por trabajador;Índice;2005T2;86,2
04 Balears, Illes;Otros costes por trabajador;Índice;2005T1;85,1
04 Balears, Illes;Otros costes por trabajador;Índice;2004T4;91,2
04 Balears, Illes;Otros costes por trabajador;Índice;2004T3;84,3
04 Balears, Illes;Otros costes por trabajador;Índice;2004T2;81,9
04 Balears, Illes;Otros costes por trabajador;Índice;2004T1;80,9
04 Balears, Illes;Otros costes por trabajador;Índice;2003T4;83,5
04 Balears, Illes;Otros costes por trabajador;Índice;2003T3;78,6
04 Balears, Illes;Otros costes por trabajador;Índice;2003T2;76,2
04 Balears, Illes;Otros costes por trabajador;Índice;2003T1;75,1
04 Balears, Illes;Otros costes por trabajador;Índice;2002T4;76,6
04 Balears, Illes;Otros costes por trabajador;Índice;2002T3;72,1
04 Balears, Illes;Otros costes por trabajador;Índice;2002T2;71,7
04 Balears, Illes;Otros costes por trabajador;Índice;2002T1;70,6
04 Balears, Illes;Otros costes por trabajador;Índice;2001T4;72,8
04 Balears, Illes;Otros costes por trabajador;Índice;2001T3;66,8
04 Balears, Illes;Otros costes por trabajador;Índice;2001T2;67,7
04 Balears, Illes;Otros costes por trabajador;Índice;2001T1;67
04 Balears, Illes;Otros costes por trabajador;Índice;2000T4;67,7
04 Balears, Illes;Otros costes por trabajador;Índice;2000T3;64,2
04 Balears, Illes;Otros costes por trabajador;Índice;2000T2;64,4
04 Balears, Illes;Otros costes por trabajador;Índice;2000T1;64
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2024T4;0,3
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2024T3;6,3
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2024T2;5,1
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2024T1;5,1
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2023T4;19,4
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2023T3;7,9
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2023T2;10,9
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2023T1;9,9
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2022T4;5,4
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2022T3;20,6
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2022T2;12,8
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2022T1;9,7
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2021T4;7,1
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2021T3;4,2
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2021T2;17,8
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2021T1;-6,3
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2020T4;-7,8
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2020T3;-16,4
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2020T2;-21,7
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2020T1;0,6
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2019T4;3,1
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2019T3;3
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2019T2;4,2
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2019T1;3
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2018T4;2,4
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2018T3;4,5
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2018T2;1,7
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2018T1;4,2
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2017T4;2,2
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2017T3;2,5
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2017T2;-1,1
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2017T1;0,8
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2016T4;2,9
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2016T3;1,2
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2016T2;4,9
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2016T1;-7,1
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2015T4;-5,2
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2015T3;-2,6
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2015T2;-0,4
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2015T1;-0,5
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2014T4;4,4
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2014T3;0,8
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2014T2;0,1
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2014T1;1,4
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2013T4;0,3
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2013T3;-0,7
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2013T2;-1,7
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2013T1;3,2
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2012T4;-0,7
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2012T3;0,6
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2012T2;-10,4
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2012T1;-5,1
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2011T4;-5,2
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2011T3;3,4
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2011T2;12,2
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2011T1;1,4
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2010T4;4,2
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2010T3;-3,7
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2010T2;-1,7
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2010T1;-2,4
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2009T4;-5,6
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2009T3;7,2
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2009T2;6,5
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2009T1;12,4
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2008T4;17,2
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2008T3;4,7
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2008T2;-1,2
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2008T1;8,5
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2007T4;3
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2007T3;2,7
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2007T2;11,7
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2007T1;-0,1
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2006T4;1,5
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2006T3;4,1
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2006T2;3,4
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2006T1;7,5
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2005T4;1,9
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2005T3;3,5
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2005T2;5,2
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2005T1;5,2
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2004T4;9,2
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2004T3;7,3
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2004T2;7,5
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2004T1;7,8
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2003T4;9
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2003T3;9
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2003T2;6,3
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2003T1;6,4
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2002T4;5,2
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2002T3;7,9
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2002T2;5,9
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2002T1;5,3
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2001T4;7,6
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2001T3;4,1
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2001T2;5,1
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2001T1;4,8
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2000T4;..
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2000T3;..
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2000T2;..
04 Balears, Illes;Otros costes por trabajador;Tasa de variación anual;2000T1;..
04 Balears, Illes;Coste laboral total por hora;Euros;2024T4;25,44
04 Balears, Illes;Coste laboral total por hora;Euros;2024T3;22
04 Balears, Illes;Coste laboral total por hora;Euros;2024T2;21,55
04 Balears, Illes;Coste laboral total por hora;Euros;2024T1;22,27
04 Balears, Illes;Coste laboral total por hora;Euros;2023T4;25,08
04 Balears, Illes;Coste laboral total por hora;Euros;2023T3;20,72
04 Balears, Illes;Coste laboral total por hora;Euros;2023T2;21,24
04 Balears, Illes;Coste laboral total por hora;Euros;2023T1;20,39
04 Balears, Illes;Coste laboral total por hora;Euros;2022T4;22,99
04 Balears, Illes;Coste laboral total por hora;Euros;2022T3;19,25
04 Balears, Illes;Coste laboral total por hora;Euros;2022T2;19,15
04 Balears, Illes;Coste laboral total por hora;Euros;2022T1;19,22
04 Balears, Illes;Coste laboral total por hora;Euros;2021T4;21,61
04 Balears, Illes;Coste laboral total por hora;Euros;2021T3;17,9
04 Balears, Illes;Coste laboral total por hora;Euros;2021T2;19,69
04 Balears, Illes;Coste laboral total por hora;Euros;2021T1;19,28
04 Balears, Illes;Coste laboral total por hora;Euros;2020T4;21,45
04 Balears, Illes;Coste laboral total por hora;Euros;2020T3;18,81
04 Balears, Illes;Coste laboral total por hora;Euros;2020T2;21,63
04 Balears, Illes;Coste laboral total por hora;Euros;2020T1;19,34
04 Balears, Illes;Coste laboral total por hora;Euros;2019T4;21,03
04 Balears, Illes;Coste laboral total por hora;Euros;2019T3;17,82
04 Balears, Illes;Coste laboral total por hora;Euros;2019T2;18,19
04 Balears, Illes;Coste laboral total por hora;Euros;2019T1;17,97
04 Balears, Illes;Coste laboral total por hora;Euros;2018T4;20,7
04 Balears, Illes;Coste laboral total por hora;Euros;2018T3;17,72
04 Balears, Illes;Coste laboral total por hora;Euros;2018T2;17,71
04 Balears, Illes;Coste laboral total por hora;Euros;2018T1;18,24
04 Balears, Illes;Coste laboral total por hora;Euros;2017T4;20,54
04 Balears, Illes;Coste laboral total por hora;Euros;2017T3;16,97
04 Balears, Illes;Coste laboral total por hora;Euros;2017T2;17,59
04 Balears, Illes;Coste laboral total por hora;Euros;2017T1;17,33
04 Balears, Illes;Coste laboral total por hora;Euros;2016T4;20,2
04 Balears, Illes;Coste laboral total por hora;Euros;2016T3;16,62
04 Balears, Illes;Coste laboral total por hora;Euros;2016T2;16,64
04 Balears, Illes;Coste laboral total por hora;Euros;2016T1;18,04
