Corrección de efectos;Componentes del coste;Tipo de dato;Periodo;Total
Datos ajustados de calendario;Coste salarial total por hora;Euros;2022T1;15,37
Datos ajustados de calendario;Coste salarial total por hora;Euros;2021T4;17,12
Datos ajustados de calendario;Coste salarial total por hora;Euros;2021T3;16,33
Datos ajustados de calendario;Coste salarial total por hora;Euros;2021T2;16,11
Datos ajustados de calendario;Coste salarial total por hora;Euros;2021T1;15,13
Datos ajustados de calendario;Coste salarial total por hora;Euros;2020T4;17,1
Datos ajustados de calendario;Coste salarial total por hora;Euros;2020T3;16,21
Datos ajustados de calendario;Coste salarial total por hora;Euros;2020T2;16,82
Datos ajustados de calendario;Coste salarial total por hora;Euros;2020T1;14,73
Datos ajustados de calendario;Coste salarial total por hora;Euros;2019T4;16,31
Datos ajustados de calendario;Coste salarial total por hora;Euros;2019T3;15,52
Datos ajustados de calendario;Coste salarial total por hora;Euros;2019T2;15,16
Datos ajustados de calendario;Coste salarial total por hora;Euros;2019T1;14,15
Datos ajustados de calendario;Coste salarial total por hora;Euros;2018T4;15,96
Datos ajustados de calendario;Coste salarial total por hora;Euros;2018T3;15,21
Datos ajustados de calendario;Coste salarial total por hora;Euros;2018T2;14,77
Datos ajustados de calendario;Coste salarial total por hora;Euros;2018T1;13,86
Datos ajustados de calendario;Coste salarial total por hora;Euros;2017T4;15,78
Datos ajustados de calendario;Coste salarial total por hora;Euros;2017T3;14,81
Datos ajustados de calendario;Coste salarial total por hora;Euros;2017T2;14,65
Datos ajustados de calendario;Coste salarial total por hora;Euros;2017T1;13,7
Datos ajustados de calendario;Coste salarial total por hora;Euros;2016T4;15,71
Datos ajustados de calendario;Coste salarial total por hora;Euros;2016T3;14,87
Datos ajustados de calendario;Coste salarial total por hora;Euros;2016T2;14,66
Datos ajustados de calendario;Coste salarial total por hora;Euros;2016T1;13,73
Datos ajustados de calendario;Coste salarial total por hora;Euros;2015T4;15,79
Datos ajustados de calendario;Coste salarial total por hora;Euros;2015T3;14,9
Datos ajustados de calendario;Coste salarial total por hora;Euros;2015T2;14,61
Datos ajustados de calendario;Coste salarial total por hora;Euros;2015T1;13,68
Datos ajustados de calendario;Coste salarial total por hora;Euros;2014T4;15,5
Datos ajustados de calendario;Coste salarial total por hora;Euros;2014T3;14,88
Datos ajustados de calendario;Coste salarial total por hora;Euros;2014T2;14,51
Datos ajustados de calendario;Coste salarial total por hora;Euros;2014T1;13,45
Datos ajustados de calendario;Coste salarial total por hora;Euros;2013T4;15,48
Datos ajustados de calendario;Coste salarial total por hora;Euros;2013T3;14,86
Datos ajustados de calendario;Coste salarial total por hora;Euros;2013T2;14,4
Datos ajustados de calendario;Coste salarial total por hora;Euros;2013T1;13,38
Datos ajustados de calendario;Coste salarial total por hora;Euros;2012T4;15,07
Datos ajustados de calendario;Coste salarial total por hora;Euros;2012T3;14,86
Datos ajustados de calendario;Coste salarial total por hora;Euros;2012T2;14,46
Datos ajustados de calendario;Coste salarial total por hora;Euros;2012T1;13,58
Datos ajustados de calendario;Coste salarial total por hora;Euros;2011T4;15,55
Datos ajustados de calendario;Coste salarial total por hora;Euros;2011T3;14,76
Datos ajustados de calendario;Coste salarial total por hora;Euros;2011T2;14,35
Datos ajustados de calendario;Coste salarial total por hora;Euros;2011T1;13,34
Datos ajustados de calendario;Coste salarial total por hora;Euros;2010T4;15,19
Datos ajustados de calendario;Coste salarial total por hora;Euros;2010T3;14,34
Datos ajustados de calendario;Coste salarial total por hora;Euros;2010T2;14,17
Datos ajustados de calendario;Coste salarial total por hora;Euros;2010T1;13,12
Datos ajustados de calendario;Coste salarial total por hora;Euros;2009T4;15,13
Datos ajustados de calendario;Coste salarial total por hora;Euros;2009T3;14,31
Datos ajustados de calendario;Coste salarial total por hora;Euros;2009T2;13,82
Datos ajustados de calendario;Coste salarial total por hora;Euros;2009T1;12,73
Datos ajustados de calendario;Coste salarial total por hora;Euros;2008T4;14,52
Datos ajustados de calendario;Coste salarial total por hora;Euros;2008T3;13,67
Datos ajustados de calendario;Coste salarial total por hora;Euros;2008T2;13,07
Datos ajustados de calendario;Coste salarial total por hora;Euros;2008T1;12,2
Datos ajustados de calendario;Coste salarial total por hora;Euros;2007T4;13,74
Datos ajustados de calendario;Coste salarial total por hora;Euros;2007T3;12,96
Datos ajustados de calendario;Coste salarial total por hora;Euros;2007T2;12,39
Datos ajustados de calendario;Coste salarial total por hora;Euros;2007T1;11,55
Datos ajustados de calendario;Coste salarial total por hora;Euros;2006T4;13,09
Datos ajustados de calendario;Coste salarial total por hora;Euros;2006T3;12,31
Datos ajustados de calendario;Coste salarial total por hora;Euros;2006T2;11,89
Datos ajustados de calendario;Coste salarial total por hora;Euros;2006T1;11,05
Datos ajustados de calendario;Coste salarial total por hora;Euros;2005T4;12,39
Datos ajustados de calendario;Coste salarial total por hora;Euros;2005T3;11,67
Datos ajustados de calendario;Coste salarial total por hora;Euros;2005T2;11,25
Datos ajustados de calendario;Coste salarial total por hora;Euros;2005T1;10,57
Datos ajustados de calendario;Coste salarial total por hora;Euros;2004T4;12,04
Datos ajustados de calendario;Coste salarial total por hora;Euros;2004T3;11,48
Datos ajustados de calendario;Coste salarial total por hora;Euros;2004T2;10,85
Datos ajustados de calendario;Coste salarial total por hora;Euros;2004T1;10,31
Datos ajustados de calendario;Coste salarial total por hora;Euros;2003T4;11,71
Datos ajustados de calendario;Coste salarial total por hora;Euros;2003T3;11,14
Datos ajustados de calendario;Coste salarial total por hora;Euros;2003T2;10,41
Datos ajustados de calendario;Coste salarial total por hora;Euros;2003T1;9,8
Datos ajustados de calendario;Coste salarial total por hora;Euros;2002T4;11,16
Datos ajustados de calendario;Coste salarial total por hora;Euros;2002T3;10,78
Datos ajustados de calendario;Coste salarial total por hora;Euros;2002T2;9,91
Datos ajustados de calendario;Coste salarial total por hora;Euros;2002T1;9,29
Datos ajustados de calendario;Coste salarial total por hora;Euros;2001T4;10,65
Datos ajustados de calendario;Coste salarial total por hora;Euros;2001T3;10,43
Datos ajustados de calendario;Coste salarial total por hora;Euros;2001T2;9,5
Datos ajustados de calendario;Coste salarial total por hora;Euros;2001T1;8,92
Datos ajustados de calendario;Coste salarial total por hora;Euros;2000T4;10,25
Datos ajustados de calendario;Coste salarial total por hora;Euros;2000T3;10
Datos ajustados de calendario;Coste salarial total por hora;Euros;2000T2;9,22
Datos ajustados de calendario;Coste salarial total por hora;Euros;2000T1;8,68
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2024T4;3,8
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2024T3;4,9
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2024T2;4,3
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2024T1;4,2
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2023T4;4,4
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2023T3;4,8
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2023T2;5
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2023T1;4,4
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2022T4;4,1
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2022T3;1,8
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2022T2;1,6
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2022T1;1,6
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2021T4;0,1
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2021T3;0,7
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2021T2;-4,2
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2021T1;2,7
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2020T4;4,8
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2020T3;4,4
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2020T2;10,9
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2020T1;4,1
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2019T4;2,2
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2019T3;2
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2019T2;2,6
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2019T1;2,1
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2018T4;1,1
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2018T3;2,7
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2018T2;0,8
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2018T1;1,2
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2017T4;0,4
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2017T3;-0,4
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2017T2;-0,1
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2017T1;-0,2
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2016T4;-0,5
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2016T3;-0,2
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2016T2;0,3
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2016T1;0,4
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2015T4;1,9
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2015T3;0,1
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2015T2;0,7
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2015T1;1,7
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2014T4;0,1
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2014T3;0,1
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2014T2;0,8
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2014T1;0,5
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2013T4;2,7
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2013T3;0
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2013T2;-0,4
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2013T1;-1,5
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2012T4;-3,1
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2012T3;0,7
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2012T2;0,8
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2012T1;1,8
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2011T4;2,4
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2011T3;2,9
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2011T2;1,3
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2011T1;1,7
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2010T4;0,4
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2010T3;0,2
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2010T2;2,5
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2010T1;3,1
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2009T4;4,2
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2009T3;4,7
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2009T2;5,7
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2009T1;4,3
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2008T4;5,7
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2008T3;5,5
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2008T2;5,5
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2008T1;5,6
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2007T4;5
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2007T3;5,3
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2007T2;4,2
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2007T1;4,5
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2006T4;5,6
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2006T3;5,5
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2006T2;5,7
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2006T1;4,5
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2005T4;2,9
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2005T3;1,7
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2005T2;3,7
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2005T1;2,5
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2004T4;2,8
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2004T3;3,1
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2004T2;4,2
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2004T1;5,2
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2003T4;4,9
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2003T3;3,3
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2003T2;5
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2003T1;5,5
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2002T4;4,8
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2002T3;3,4
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2002T2;4,3
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2002T1;4,1
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2001T4;3,9
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2001T3;4,3
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2001T2;3
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2001T1;2,8
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2000T4;..
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2000T3;..
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2000T2;..
Datos ajustados de calendario;Coste salarial total por hora;Tasa de variación anual;2000T1;..
Datos ajustados de calendario;Otros costes por hora;Euros;2024T4;6,45
Datos ajustados de calendario;Otros costes por hora;Euros;2024T3;6,75
Datos ajustados de calendario;Otros costes por hora;Euros;2024T2;6,15
Datos ajustados de calendario;Otros costes por hora;Euros;2024T1;6,1
Datos ajustados de calendario;Otros costes por hora;Euros;2023T4;6,2
Datos ajustados de calendario;Otros costes por hora;Euros;2023T3;6,38
Datos ajustados de calendario;Otros costes por hora;Euros;2023T2;5,89
Datos ajustados de calendario;Otros costes por hora;Euros;2023T1;5,81
Datos ajustados de calendario;Otros costes por hora;Euros;2022T4;5,72
Datos ajustados de calendario;Otros costes por hora;Euros;2022T3;5,92
Datos ajustados de calendario;Otros costes por hora;Euros;2022T2;5,46
Datos ajustados de calendario;Otros costes por hora;Euros;2022T1;5,54
Datos ajustados de calendario;Otros costes por hora;Euros;2021T4;5,6
Datos ajustados de calendario;Otros costes por hora;Euros;2021T3;5,83
Datos ajustados de calendario;Otros costes por hora;Euros;2021T2;5,48
Datos ajustados de calendario;Otros costes por hora;Euros;2021T1;5,53
Datos ajustados de calendario;Otros costes por hora;Euros;2020T4;5,73
Datos ajustados de calendario;Otros costes por hora;Euros;2020T3;5,81
Datos ajustados de calendario;Otros costes por hora;Euros;2020T2;5,96
Datos ajustados de calendario;Otros costes por hora;Euros;2020T1;5,31
Datos ajustados de calendario;Otros costes por hora;Euros;2019T4;5,34
Datos ajustados de calendario;Otros costes por hora;Euros;2019T3;5,59
Datos ajustados de calendario;Otros costes por hora;Euros;2019T2;5,13
Datos ajustados de calendario;Otros costes por hora;Euros;2019T1;5,07
Datos ajustados de calendario;Otros costes por hora;Euros;2018T4;5,12
Datos ajustados de calendario;Otros costes por hora;Euros;2018T3;5,42
Datos ajustados de calendario;Otros costes por hora;Euros;2018T2;4,91
Datos ajustados de calendario;Otros costes por hora;Euros;2018T1;4,91
Datos ajustados de calendario;Otros costes por hora;Euros;2017T4;5,06
Datos ajustados de calendario;Otros costes por hora;Euros;2017T3;5,27
Datos ajustados de calendario;Otros costes por hora;Euros;2017T2;4,85
Datos ajustados de calendario;Otros costes por hora;Euros;2017T1;4,89
Datos ajustados de calendario;Otros costes por hora;Euros;2016T4;4,99
Datos ajustados de calendario;Otros costes por hora;Euros;2016T3;5,28
Datos ajustados de calendario;Otros costes por hora;Euros;2016T2;4,87
Datos ajustados de calendario;Otros costes por hora;Euros;2016T1;4,88
Datos ajustados de calendario;Otros costes por hora;Euros;2015T4;5,02
Datos ajustados de calendario;Otros costes por hora;Euros;2015T3;5,33
Datos ajustados de calendario;Otros costes por hora;Euros;2015T2;4,89
Datos ajustados de calendario;Otros costes por hora;Euros;2015T1;4,89
Datos ajustados de calendario;Otros costes por hora;Euros;2014T4;5,03
Datos ajustados de calendario;Otros costes por hora;Euros;2014T3;5,37
Datos ajustados de calendario;Otros costes por hora;Euros;2014T2;4,9
Datos ajustados de calendario;Otros costes por hora;Euros;2014T1;4,97
Datos ajustados de calendario;Otros costes por hora;Euros;2013T4;5,1
Datos ajustados de calendario;Otros costes por hora;Euros;2013T3;5,44
Datos ajustados de calendario;Otros costes por hora;Euros;2013T2;4,87
Datos ajustados de calendario;Otros costes por hora;Euros;2013T1;4,96
Datos ajustados de calendario;Otros costes por hora;Euros;2012T4;5,06
Datos ajustados de calendario;Otros costes por hora;Euros;2012T3;5,35
Datos ajustados de calendario;Otros costes por hora;Euros;2012T2;4,86
Datos ajustados de calendario;Otros costes por hora;Euros;2012T1;4,97
Datos ajustados de calendario;Otros costes por hora;Euros;2011T4;5,12
Datos ajustados de calendario;Otros costes por hora;Euros;2011T3;5,37
Datos ajustados de calendario;Otros costes por hora;Euros;2011T2;4,9
Datos ajustados de calendario;Otros costes por hora;Euros;2011T1;4,89
Datos ajustados de calendario;Otros costes por hora;Euros;2010T4;4,95
Datos ajustados de calendario;Otros costes por hora;Euros;2010T3;5,17
Datos ajustados de calendario;Otros costes por hora;Euros;2010T2;4,79
Datos ajustados de calendario;Otros costes por hora;Euros;2010T1;4,84
Datos ajustados de calendario;Otros costes por hora;Euros;2009T4;4,97
Datos ajustados de calendario;Otros costes por hora;Euros;2009T3;5,25
Datos ajustados de calendario;Otros costes por hora;Euros;2009T2;4,79
Datos ajustados de calendario;Otros costes por hora;Euros;2009T1;4,84
Datos ajustados de calendario;Otros costes por hora;Euros;2008T4;4,81
Datos ajustados de calendario;Otros costes por hora;Euros;2008T3;4,98
Datos ajustados de calendario;Otros costes por hora;Euros;2008T2;4,54
Datos ajustados de calendario;Otros costes por hora;Euros;2008T1;4,43
Datos ajustados de calendario;Otros costes por hora;Euros;2007T4;4,52
Datos ajustados de calendario;Otros costes por hora;Euros;2007T3;4,81
Datos ajustados de calendario;Otros costes por hora;Euros;2007T2;4,35
Datos ajustados de calendario;Otros costes por hora;Euros;2007T1;4,28
Datos ajustados de calendario;Otros costes por hora;Euros;2006T4;4,29
Datos ajustados de calendario;Otros costes por hora;Euros;2006T3;4,53
Datos ajustados de calendario;Otros costes por hora;Euros;2006T2;4,17
Datos ajustados de calendario;Otros costes por hora;Euros;2006T1;4,14
Datos ajustados de calendario;Otros costes por hora;Euros;2005T4;4,11
Datos ajustados de calendario;Otros costes por hora;Euros;2005T3;4,31
Datos ajustados de calendario;Otros costes por hora;Euros;2005T2;3,91
Datos ajustados de calendario;Otros costes por hora;Euros;2005T1;3,92
Datos ajustados de calendario;Otros costes por hora;Euros;2004T4;3,95
Datos ajustados de calendario;Otros costes por hora;Euros;2004T3;4,16
Datos ajustados de calendario;Otros costes por hora;Euros;2004T2;3,77
Datos ajustados de calendario;Otros costes por hora;Euros;2004T1;3,74
Datos ajustados de calendario;Otros costes por hora;Euros;2003T4;3,8
Datos ajustados de calendario;Otros costes por hora;Euros;2003T3;3,99
Datos ajustados de calendario;Otros costes por hora;Euros;2003T2;3,62
Datos ajustados de calendario;Otros costes por hora;Euros;2003T1;3,56
Datos ajustados de calendario;Otros costes por hora;Euros;2002T4;3,57
Datos ajustados de calendario;Otros costes por hora;Euros;2002T3;3,8
Datos ajustados de calendario;Otros costes por hora;Euros;2002T2;3,37
Datos ajustados de calendario;Otros costes por hora;Euros;2002T1;3,32
Datos ajustados de calendario;Otros costes por hora;Euros;2001T4;3,32
Datos ajustados de calendario;Otros costes por hora;Euros;2001T3;3,58
Datos ajustados de calendario;Otros costes por hora;Euros;2001T2;3,18
Datos ajustados de calendario;Otros costes por hora;Euros;2001T1;3,1
Datos ajustados de calendario;Otros costes por hora;Euros;2000T4;3,12
Datos ajustados de calendario;Otros costes por hora;Euros;2000T3;3,37
Datos ajustados de calendario;Otros costes por hora;Euros;2000T2;2,98
Datos ajustados de calendario;Otros costes por hora;Euros;2000T1;2,94
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2024T4;4
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2024T3;5,8
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2024T2;4,4
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2024T1;5
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2023T4;8,4
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2023T3;7,8
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2023T2;7,9
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2023T1;4,9
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2022T4;2,1
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2022T3;1,5
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2022T2;-0,4
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2022T1;0,2
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2021T4;-2,3
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2021T3;0,3
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2021T2;-8,1
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2021T1;4,1
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2020T4;7,3
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2020T3;3,9
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2020T2;16,2
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2020T1;4,7
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2019T4;4,3
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2019T3;3,1
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2019T2;4,5
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2019T1;3,3
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2018T4;1,2
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2018T3;2,8
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2018T2;1,2
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2018T1;0,4
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2017T4;1,4
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2017T3;-0,2
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2017T2;-0,4
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2017T1;0,2
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2016T4;-0,6
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2016T3;-0,9
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2016T2;-0,4
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2016T1;-0,2
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2015T4;-0,2
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2015T3;-0,7
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2015T2;-0,2
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2015T1;-1,6
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2014T4;-1,4
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2014T3;-1,3
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2014T2;0,6
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2014T1;0,2
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2013T4;0,8
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2013T3;1,7
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2013T2;0,2
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2013T1;-0,2
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2012T4;-1,2
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2012T3;-0,4
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2012T2;-0,8
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2012T1;1,6
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2011T4;3,4
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2011T3;3,9
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2011T2;2,3
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2011T1;1
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2010T4;-0,4
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2010T3;-1,5
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2010T2;0
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2010T1;0
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2009T4;3,3
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2009T3;5,4
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2009T2;5,5
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2009T1;9,3
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2008T4;6,4
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2008T3;3,5
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2008T2;4,4
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2008T1;3,5
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2007T4;5,4
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2007T3;6,2
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2007T2;4,3
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2007T1;3,4
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2006T4;4,4
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2006T3;5,1
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2006T2;6,6
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2006T1;5,6
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2005T4;4,1
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2005T3;3,6
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2005T2;3,7
