Corrección de efectos;Componentes del coste;Tipo de dato;Periodo;Total
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2005T1;4,8
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2004T4;3,9
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2004T3;4,3
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2004T2;4,1
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2004T1;5,1
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2003T4;6,4
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2003T3;5
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2003T2;7,4
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2003T1;7,2
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2002T4;7,5
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2002T3;6,1
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2002T2;6
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2002T1;7,1
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2001T4;6,4
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2001T3;6,2
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2001T2;6,7
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2001T1;5,4
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2000T4;..
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2000T3;..
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2000T2;..
Datos ajustados de calendario;Otros costes por hora;Tasa de variación anual;2000T1;..
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2024T4;24,75
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2024T3;24,6
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2024T2;24,27
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2024T1;24,01
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2023T4;23,81
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2023T3;23,47
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2023T2;23,27
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2023T1;22,94
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2022T4;22,57
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2022T3;22,23
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2022T2;22,03
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2022T1;21,98
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2021T4;21,8
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2021T3;21,78
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2021T2;21,81
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2021T1;21,77
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2020T4;21,91
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2020T3;21,56
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2020T2;23,02
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2020T1;21,15
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2019T4;20,81
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2019T3;20,66
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2019T2;20,52
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2019T1;20,33
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2018T4;20,19
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2018T3;20,17
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2018T2;19,93
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2018T1;19,88
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2017T4;19,88
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2017T3;19,69
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2017T2;19,75
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2017T1;19,72
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2016T4;19,71
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2016T3;19,75
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2016T2;19,78
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2016T1;19,77
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2015T4;19,84
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2015T3;19,77
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2015T2;19,76
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2015T1;19,74
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2014T4;19,63
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2014T3;19,7
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2014T2;19,67
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2014T1;19,63
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2013T4;19,66
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2013T3;19,67
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2013T2;19,56
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2013T1;19,56
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2012T4;19,22
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2012T3;19,64
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2012T2;19,62
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2012T1;19,72
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2011T4;19,72
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2011T3;19,62
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2011T2;19,5
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2011T1;19,37
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2010T4;19,22
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2010T3;19,08
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2010T2;19,18
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2010T1;19,13
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2009T4;19,15
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2009T3;19,06
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2009T2;18,88
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2009T1;18,7
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2008T4;18,44
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2008T3;18,14
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2008T2;17,91
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2008T1;17,65
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2007T4;17,43
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2007T3;17,3
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2007T2;17,03
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2007T1;16,79
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2006T4;16,62
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2006T3;16,4
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2006T2;16,29
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2006T1;16,08
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2005T4;15,78
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2005T3;15,57
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2005T2;15,45
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2005T1;15,34
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2004T4;15,26
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2004T3;15,14
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2004T2;14,99
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2004T1;14,91
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2003T4;14,78
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2003T3;14,56
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2003T2;14,44
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2003T1;14,24
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2002T4;14,06
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2002T3;13,89
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2002T2;13,68
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2002T1;13,51
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2001T4;13,36
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2001T3;13,28
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2001T2;13,07
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2001T1;12,91
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2000T4;12,79
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2000T3;12,67
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2000T2;12,56
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Euros;2000T1;12,47
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2024T4;3,9
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2024T3;4,8
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2024T2;4,3
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2024T1;4,7
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2023T4;5,5
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2023T3;5,6
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2023T2;5,6
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2023T1;4,4
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2022T4;3,5
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2022T3;2,1
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2022T2;1
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2022T1;1
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2021T4;-0,5
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2021T3;1
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2021T2;-5,3
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2021T1;2,9
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2020T4;5,3
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2020T3;4,4
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2020T2;12,2
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2020T1;4
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2019T4;3,1
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2019T3;2,4
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2019T2;3
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2019T1;2,3
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2018T4;1,6
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2018T3;2,4
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2018T2;0,9
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2018T1;0,8
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2017T4;0,9
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2017T3;-0,3
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2017T2;-0,2
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2017T1;-0,3
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2016T4;-0,7
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2016T3;-0,1
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2016T2;0,1
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2016T1;0,2
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2015T4;1,1
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2015T3;0,4
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2015T2;0,5
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2015T1;0,6
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2014T4;-0,2
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2014T3;0,2
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2014T2;0,6
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2014T1;0,4
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2013T4;2,3
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2013T3;0,2
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2013T2;-0,3
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2013T1;-0,8
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2012T4;-2,5
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2012T3;0,1
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2012T2;0,6
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2012T1;1,8
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2011T4;2,6
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2011T3;2,8
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2011T2;1,7
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2011T1;1,3
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2010T4;0,4
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2010T3;0,1
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2010T2;1,6
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2010T1;2,3
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2009T4;3,9
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2009T3;5,1
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2009T2;5,4
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2009T1;5,9
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2008T4;5,8
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2008T3;4,9
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2008T2;5,2
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2008T1;5,1
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2007T4;4,9
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2007T3;5,5
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2007T2;4,5
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2007T1;4,4
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2006T4;5,3
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2006T3;5,3
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2006T2;5,4
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2006T1;4,8
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2005T4;3,4
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2005T3;2,8
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2005T2;3,1
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2005T1;2,9
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2004T4;3,2
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2004T3;4
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2004T2;3,8
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2004T1;4,7
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2003T4;5,1
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2003T3;4,8
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2003T2;5,6
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2003T1;5,4
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2002T4;5,2
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2002T3;4,6
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2002T2;4,7
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2002T1;4,6
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2001T4;4,5
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2001T3;4,8
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2001T2;4,1
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2001T1;3,5
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2000T4;..
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2000T3;..
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2000T2;..
Datos ajustados de estacionalidad y calendario;Coste laboral total por hora;Tasa de variación anual;2000T1;..
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2024T4;18,29
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2024T3;18,16
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2024T2;17,96
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2024T1;17,78
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2023T4;17,6
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2023T3;17,38
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2023T2;17,23
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2023T1;17,02
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2022T4;16,84
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2022T3;16,58
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2022T2;16,43
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2022T1;16,34
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2021T4;16,19
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2021T3;16,22
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2021T2;16,18
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2021T1;16,13
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2020T4;16,17
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2020T3;16,03
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2020T2;16,89
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2020T1;15,72
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2019T4;15,46
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2019T3;15,35
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2019T2;15,25
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2019T1;15,13
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2018T4;15,06
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2018T3;15,03
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2018T2;14,87
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2018T1;14,85
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2017T4;14,81
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2017T3;14,69
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2017T2;14,75
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2017T1;14,71
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2016T4;14,72
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2016T3;14,75
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2016T2;14,76
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2016T1;14,76
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2015T4;14,81
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2015T3;14,73
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2015T2;14,71
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2015T1;14,72
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2014T4;14,59
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2014T3;14,63
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2014T2;14,6
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2014T1;14,54
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2013T4;14,56
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2013T3;14,54
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2013T2;14,51
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2013T1;14,48
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2012T4;14,16
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2012T3;14,58
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2012T2;14,58
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2012T1;14,64
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2011T4;14,6
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2011T3;14,54
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2011T2;14,44
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2011T1;14,37
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2010T4;14,26
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2010T3;14,18
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2010T2;14,24
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2010T1;14,17
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2009T4;14,16
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2009T3;14,08
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2009T2;13,94
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2009T1;13,75
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2008T4;13,61
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2008T3;13,43
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2008T2;13,24
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2008T1;13,11
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2007T4;12,89
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2007T3;12,75
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2007T2;12,56
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2007T1;12,4
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2006T4;12,3
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2006T3;12,12
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2006T2;12,01
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2006T1;11,84
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2005T4;11,64
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2005T3;11,5
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2005T2;11,43
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2005T1;11,32
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2004T4;11,28
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2004T3;11,22
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2004T2;11,11
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2004T1;11,07
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2003T4;10,95
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2003T3;10,81
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2003T2;10,71
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2003T1;10,58
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2002T4;10,45
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2002T3;10,34
Datos ajustados de estacionalidad y calendario;Coste salarial total por hora;Euros;2002T2;10,21
