Divisiones de la CNAE-09;Componentes del coste;Periodo;Total
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2024T3;26,5
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2024T2;20,41
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2024T1;21,02
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2023T4;21,23
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2023T3;23,2
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2023T2;20,44
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2023T1;19,58
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2022T4;21,01
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2022T3;22,77
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2022T2;19,82
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2022T1;18,63
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2021T4;20,13
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2021T3;21,54
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2021T2;19,25
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2021T1;18,65
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2020T4;19,91
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2020T3;22,18
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2020T2;19,84
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2020T1;18,67
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2019T4;19,2
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2019T3;21,63
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2019T2;19,55
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2019T1;18,06
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2018T4;19,3
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2018T3;22,07
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2018T2;18,11
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2018T1;18,13
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2017T4;18,72
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2017T3;21,66
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2017T2;18,48
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2017T1;17,55
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2016T4;18,64
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2016T3;21,62
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2016T2;17,3
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2016T1;17,83
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2015T4;17,93
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2015T3;20,98
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2015T2;17,5
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2015T1;17,18
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2014T4;17,78
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2014T3;20,16
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2014T2;17,83
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2014T1;16,86
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2013T4;18,14
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2013T3;20,11
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2013T2;16,86
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2013T1;17,34
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2012T4;17,78
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2012T3;19,66
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2012T2;16,87
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2012T1;15,92
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2011T4;16,6
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2011T3;18,86
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2011T2;16,18
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2011T1;15,25
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2010T4;16,45
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2010T3;17,79
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2010T2;15,66
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2010T1;15,29
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2009T4;15,92
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2009T3;17,94
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2009T2;15,67
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2009T1;14,95
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2008T4;16,41
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2008T3;19,02
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2008T2;14,86
30 Fabricación de otro material de transporte;Coste salarial ordinario por hora;2008T1;15,25
30 Fabricación de otro material de transporte;Otros costes por hora;2024T4;9,55
30 Fabricación de otro material de transporte;Otros costes por hora;2024T3;11
30 Fabricación de otro material de transporte;Otros costes por hora;2024T2;8,82
30 Fabricación de otro material de transporte;Otros costes por hora;2024T1;9,04
30 Fabricación de otro material de transporte;Otros costes por hora;2023T4;9,07
30 Fabricación de otro material de transporte;Otros costes por hora;2023T3;9,39
30 Fabricación de otro material de transporte;Otros costes por hora;2023T2;8,6
30 Fabricación de otro material de transporte;Otros costes por hora;2023T1;8,17
30 Fabricación de otro material de transporte;Otros costes por hora;2022T4;8,47
30 Fabricación de otro material de transporte;Otros costes por hora;2022T3;9,05
30 Fabricación de otro material de transporte;Otros costes por hora;2022T2;8,15
30 Fabricación de otro material de transporte;Otros costes por hora;2022T1;7,91
30 Fabricación de otro material de transporte;Otros costes por hora;2021T4;8,65
30 Fabricación de otro material de transporte;Otros costes por hora;2021T3;8,71
30 Fabricación de otro material de transporte;Otros costes por hora;2021T2;8,14
30 Fabricación de otro material de transporte;Otros costes por hora;2021T1;8,16
30 Fabricación de otro material de transporte;Otros costes por hora;2020T4;8,87
30 Fabricación de otro material de transporte;Otros costes por hora;2020T3;9,1
30 Fabricación de otro material de transporte;Otros costes por hora;2020T2;8,85
30 Fabricación de otro material de transporte;Otros costes por hora;2020T1;7,58
30 Fabricación de otro material de transporte;Otros costes por hora;2019T4;7,86
30 Fabricación de otro material de transporte;Otros costes por hora;2019T3;8,59
30 Fabricación de otro material de transporte;Otros costes por hora;2019T2;8,25
30 Fabricación de otro material de transporte;Otros costes por hora;2019T1;7,43
30 Fabricación de otro material de transporte;Otros costes por hora;2018T4;7,82
30 Fabricación de otro material de transporte;Otros costes por hora;2018T3;8,68
30 Fabricación de otro material de transporte;Otros costes por hora;2018T2;7,26
30 Fabricación de otro material de transporte;Otros costes por hora;2018T1;7,18
30 Fabricación de otro material de transporte;Otros costes por hora;2017T4;7,39
30 Fabricación de otro material de transporte;Otros costes por hora;2017T3;8,32
30 Fabricación de otro material de transporte;Otros costes por hora;2017T2;7,41
30 Fabricación de otro material de transporte;Otros costes por hora;2017T1;7,06
30 Fabricación de otro material de transporte;Otros costes por hora;2016T4;7,32
30 Fabricación de otro material de transporte;Otros costes por hora;2016T3;8,51
30 Fabricación de otro material de transporte;Otros costes por hora;2016T2;6,96
30 Fabricación de otro material de transporte;Otros costes por hora;2016T1;7,2
30 Fabricación de otro material de transporte;Otros costes por hora;2015T4;7,11
30 Fabricación de otro material de transporte;Otros costes por hora;2015T3;8,19
30 Fabricación de otro material de transporte;Otros costes por hora;2015T2;7
30 Fabricación de otro material de transporte;Otros costes por hora;2015T1;7,1
30 Fabricación de otro material de transporte;Otros costes por hora;2014T4;7,44
30 Fabricación de otro material de transporte;Otros costes por hora;2014T3;8,2
30 Fabricación de otro material de transporte;Otros costes por hora;2014T2;7,12
30 Fabricación de otro material de transporte;Otros costes por hora;2014T1;6,9
30 Fabricación de otro material de transporte;Otros costes por hora;2013T4;7,72
30 Fabricación de otro material de transporte;Otros costes por hora;2013T3;7,89
30 Fabricación de otro material de transporte;Otros costes por hora;2013T2;6,75
30 Fabricación de otro material de transporte;Otros costes por hora;2013T1;6,99
30 Fabricación de otro material de transporte;Otros costes por hora;2012T4;7,48
30 Fabricación de otro material de transporte;Otros costes por hora;2012T3;7,51
30 Fabricación de otro material de transporte;Otros costes por hora;2012T2;6,53
30 Fabricación de otro material de transporte;Otros costes por hora;2012T1;6,37
30 Fabricación de otro material de transporte;Otros costes por hora;2011T4;6,65
30 Fabricación de otro material de transporte;Otros costes por hora;2011T3;7,92
30 Fabricación de otro material de transporte;Otros costes por hora;2011T2;6,35
30 Fabricación de otro material de transporte;Otros costes por hora;2011T1;6,14
30 Fabricación de otro material de transporte;Otros costes por hora;2010T4;6,57
30 Fabricación de otro material de transporte;Otros costes por hora;2010T3;7,05
30 Fabricación de otro material de transporte;Otros costes por hora;2010T2;6,36
30 Fabricación de otro material de transporte;Otros costes por hora;2010T1;6,93
30 Fabricación de otro material de transporte;Otros costes por hora;2009T4;6,56
30 Fabricación de otro material de transporte;Otros costes por hora;2009T3;7,29
30 Fabricación de otro material de transporte;Otros costes por hora;2009T2;6,74
30 Fabricación de otro material de transporte;Otros costes por hora;2009T1;7,43
30 Fabricación de otro material de transporte;Otros costes por hora;2008T4;6,51
30 Fabricación de otro material de transporte;Otros costes por hora;2008T3;7,36
30 Fabricación de otro material de transporte;Otros costes por hora;2008T2;5,84
30 Fabricación de otro material de transporte;Otros costes por hora;2008T1;6,29
31 Fabricación de muebles;Coste laboral total por hora;2024T4;20,66
31 Fabricación de muebles;Coste laboral total por hora;2024T3;21,22
31 Fabricación de muebles;Coste laboral total por hora;2024T2;18,81
31 Fabricación de muebles;Coste laboral total por hora;2024T1;18,11
31 Fabricación de muebles;Coste laboral total por hora;2023T4;20,14
31 Fabricación de muebles;Coste laboral total por hora;2023T3;20,13
31 Fabricación de muebles;Coste laboral total por hora;2023T2;18,58
31 Fabricación de muebles;Coste laboral total por hora;2023T1;16,79
31 Fabricación de muebles;Coste laboral total por hora;2022T4;19,25
31 Fabricación de muebles;Coste laboral total por hora;2022T3;19,68
31 Fabricación de muebles;Coste laboral total por hora;2022T2;17,99
31 Fabricación de muebles;Coste laboral total por hora;2022T1;16,25
31 Fabricación de muebles;Coste laboral total por hora;2021T4;19,08
31 Fabricación de muebles;Coste laboral total por hora;2021T3;18,81
31 Fabricación de muebles;Coste laboral total por hora;2021T2;17,27
31 Fabricación de muebles;Coste laboral total por hora;2021T1;16,25
31 Fabricación de muebles;Coste laboral total por hora;2020T4;19,29
31 Fabricación de muebles;Coste laboral total por hora;2020T3;18,08
31 Fabricación de muebles;Coste laboral total por hora;2020T2;19,44
31 Fabricación de muebles;Coste laboral total por hora;2020T1;15,8
31 Fabricación de muebles;Coste laboral total por hora;2019T4;18,11
31 Fabricación de muebles;Coste laboral total por hora;2019T3;18,04
31 Fabricación de muebles;Coste laboral total por hora;2019T2;16,94
31 Fabricación de muebles;Coste laboral total por hora;2019T1;14,77
31 Fabricación de muebles;Coste laboral total por hora;2018T4;18,38
31 Fabricación de muebles;Coste laboral total por hora;2018T3;18,73
31 Fabricación de muebles;Coste laboral total por hora;2018T2;16,34
31 Fabricación de muebles;Coste laboral total por hora;2018T1;15,5
31 Fabricación de muebles;Coste laboral total por hora;2017T4;17,31
31 Fabricación de muebles;Coste laboral total por hora;2017T3;17,19
31 Fabricación de muebles;Coste laboral total por hora;2017T2;15,88
31 Fabricación de muebles;Coste laboral total por hora;2017T1;14,23
31 Fabricación de muebles;Coste laboral total por hora;2016T4;16,75
31 Fabricación de muebles;Coste laboral total por hora;2016T3;17,07
31 Fabricación de muebles;Coste laboral total por hora;2016T2;15,03
31 Fabricación de muebles;Coste laboral total por hora;2016T1;14,64
31 Fabricación de muebles;Coste laboral total por hora;2015T4;16,99
31 Fabricación de muebles;Coste laboral total por hora;2015T3;16,69
31 Fabricación de muebles;Coste laboral total por hora;2015T2;16,02
31 Fabricación de muebles;Coste laboral total por hora;2015T1;14,34
31 Fabricación de muebles;Coste laboral total por hora;2014T4;17,04
31 Fabricación de muebles;Coste laboral total por hora;2014T3;16,76
31 Fabricación de muebles;Coste laboral total por hora;2014T2;16,02
31 Fabricación de muebles;Coste laboral total por hora;2014T1;14,27
31 Fabricación de muebles;Coste laboral total por hora;2013T4;16,86
31 Fabricación de muebles;Coste laboral total por hora;2013T3;16,7
31 Fabricación de muebles;Coste laboral total por hora;2013T2;15,73
31 Fabricación de muebles;Coste laboral total por hora;2013T1;15,35
31 Fabricación de muebles;Coste laboral total por hora;2012T4;17,41
31 Fabricación de muebles;Coste laboral total por hora;2012T3;16,93
31 Fabricación de muebles;Coste laboral total por hora;2012T2;16,59
31 Fabricación de muebles;Coste laboral total por hora;2012T1;13,88
31 Fabricación de muebles;Coste laboral total por hora;2011T4;17,22
31 Fabricación de muebles;Coste laboral total por hora;2011T3;16,78
31 Fabricación de muebles;Coste laboral total por hora;2011T2;16,11
31 Fabricación de muebles;Coste laboral total por hora;2011T1;13,32
31 Fabricación de muebles;Coste laboral total por hora;2010T4;16,49
31 Fabricación de muebles;Coste laboral total por hora;2010T3;15,32
31 Fabricación de muebles;Coste laboral total por hora;2010T2;15,4
31 Fabricación de muebles;Coste laboral total por hora;2010T1;13,78
31 Fabricación de muebles;Coste laboral total por hora;2009T4;16,08
31 Fabricación de muebles;Coste laboral total por hora;2009T3;15,81
31 Fabricación de muebles;Coste laboral total por hora;2009T2;14,93
31 Fabricación de muebles;Coste laboral total por hora;2009T1;13,54
31 Fabricación de muebles;Coste laboral total por hora;2008T4;14,93
31 Fabricación de muebles;Coste laboral total por hora;2008T3;14,98
31 Fabricación de muebles;Coste laboral total por hora;2008T2;13,04
31 Fabricación de muebles;Coste laboral total por hora;2008T1;12,57
31 Fabricación de muebles;Coste salarial total por hora;2024T4;15,24
31 Fabricación de muebles;Coste salarial total por hora;2024T3;15,26
31 Fabricación de muebles;Coste salarial total por hora;2024T2;13,74
31 Fabricación de muebles;Coste salarial total por hora;2024T1;12,95
31 Fabricación de muebles;Coste salarial total por hora;2023T4;15,04
31 Fabricación de muebles;Coste salarial total por hora;2023T3;14,58
31 Fabricación de muebles;Coste salarial total por hora;2023T2;13,34
31 Fabricación de muebles;Coste salarial total por hora;2023T1;11,96
31 Fabricación de muebles;Coste salarial total por hora;2022T4;14,35
31 Fabricación de muebles;Coste salarial total por hora;2022T3;14,31
31 Fabricación de muebles;Coste salarial total por hora;2022T2;13,21
31 Fabricación de muebles;Coste salarial total por hora;2022T1;11,68
31 Fabricación de muebles;Coste salarial total por hora;2021T4;14,2
31 Fabricación de muebles;Coste salarial total por hora;2021T3;13,69
31 Fabricación de muebles;Coste salarial total por hora;2021T2;12,73
31 Fabricación de muebles;Coste salarial total por hora;2021T1;11,74
31 Fabricación de muebles;Coste salarial total por hora;2020T4;14,21
31 Fabricación de muebles;Coste salarial total por hora;2020T3;13,33
31 Fabricación de muebles;Coste salarial total por hora;2020T2;14,03
31 Fabricación de muebles;Coste salarial total por hora;2020T1;11,33
31 Fabricación de muebles;Coste salarial total por hora;2019T4;13,66
31 Fabricación de muebles;Coste salarial total por hora;2019T3;13,1
31 Fabricación de muebles;Coste salarial total por hora;2019T2;12,56
31 Fabricación de muebles;Coste salarial total por hora;2019T1;10,65
31 Fabricación de muebles;Coste salarial total por hora;2018T4;13,96
31 Fabricación de muebles;Coste salarial total por hora;2018T3;13,62
31 Fabricación de muebles;Coste salarial total por hora;2018T2;12,28
31 Fabricación de muebles;Coste salarial total por hora;2018T1;11,28
31 Fabricación de muebles;Coste salarial total por hora;2017T4;12,85
31 Fabricación de muebles;Coste salarial total por hora;2017T3;12,43
31 Fabricación de muebles;Coste salarial total por hora;2017T2;11,79
31 Fabricación de muebles;Coste salarial total por hora;2017T1;10,22
31 Fabricación de muebles;Coste salarial total por hora;2016T4;12,56
31 Fabricación de muebles;Coste salarial total por hora;2016T3;12,25
31 Fabricación de muebles;Coste salarial total por hora;2016T2;11,13
31 Fabricación de muebles;Coste salarial total por hora;2016T1;10,48
31 Fabricación de muebles;Coste salarial total por hora;2015T4;12,5
31 Fabricación de muebles;Coste salarial total por hora;2015T3;11,82
31 Fabricación de muebles;Coste salarial total por hora;2015T2;11,79
31 Fabricación de muebles;Coste salarial total por hora;2015T1;10,11
31 Fabricación de muebles;Coste salarial total por hora;2014T4;12,46
31 Fabricación de muebles;Coste salarial total por hora;2014T3;12,03
31 Fabricación de muebles;Coste salarial total por hora;2014T2;11,74
31 Fabricación de muebles;Coste salarial total por hora;2014T1;9,81
31 Fabricación de muebles;Coste salarial total por hora;2013T4;12,41
31 Fabricación de muebles;Coste salarial total por hora;2013T3;11,95
31 Fabricación de muebles;Coste salarial total por hora;2013T2;11,26
31 Fabricación de muebles;Coste salarial total por hora;2013T1;10,08
31 Fabricación de muebles;Coste salarial total por hora;2012T4;12,62
31 Fabricación de muebles;Coste salarial total por hora;2012T3;12,08
31 Fabricación de muebles;Coste salarial total por hora;2012T2;11,76
31 Fabricación de muebles;Coste salarial total por hora;2012T1;9,77
31 Fabricación de muebles;Coste salarial total por hora;2011T4;12,89
31 Fabricación de muebles;Coste salarial total por hora;2011T3;12,07
31 Fabricación de muebles;Coste salarial total por hora;2011T2;11,74
31 Fabricación de muebles;Coste salarial total por hora;2011T1;9,49
31 Fabricación de muebles;Coste salarial total por hora;2010T4;12,23
31 Fabricación de muebles;Coste salarial total por hora;2010T3;11,06
31 Fabricación de muebles;Coste salarial total por hora;2010T2;11,22
31 Fabricación de muebles;Coste salarial total por hora;2010T1;9,6
31 Fabricación de muebles;Coste salarial total por hora;2009T4;11,91
31 Fabricación de muebles;Coste salarial total por hora;2009T3;11,01
31 Fabricación de muebles;Coste salarial total por hora;2009T2;10,86
31 Fabricación de muebles;Coste salarial total por hora;2009T1;9,27
31 Fabricación de muebles;Coste salarial total por hora;2008T4;11,04
31 Fabricación de muebles;Coste salarial total por hora;2008T3;10,61
31 Fabricación de muebles;Coste salarial total por hora;2008T2;9,56
31 Fabricación de muebles;Coste salarial total por hora;2008T1;9,06
31 Fabricación de muebles;Coste salarial ordinario por hora;2024T4;12,82
31 Fabricación de muebles;Coste salarial ordinario por hora;2024T3;14,26
31 Fabricación de muebles;Coste salarial ordinario por hora;2024T2;11,88
31 Fabricación de muebles;Coste salarial ordinario por hora;2024T1;11,98
31 Fabricación de muebles;Coste salarial ordinario por hora;2023T4;12,51
31 Fabricación de muebles;Coste salarial ordinario por hora;2023T3;13,48
31 Fabricación de muebles;Coste salarial ordinario por hora;2023T2;11,65
31 Fabricación de muebles;Coste salarial ordinario por hora;2023T1;11,15
31 Fabricación de muebles;Coste salarial ordinario por hora;2022T4;12,13
31 Fabricación de muebles;Coste salarial ordinario por hora;2022T3;13,34
31 Fabricación de muebles;Coste salarial ordinario por hora;2022T2;11,46
31 Fabricación de muebles;Coste salarial ordinario por hora;2022T1;10,89
31 Fabricación de muebles;Coste salarial ordinario por hora;2021T4;11,7
31 Fabricación de muebles;Coste salarial ordinario por hora;2021T3;12,61
31 Fabricación de muebles;Coste salarial ordinario por hora;2021T2;11,09
31 Fabricación de muebles;Coste salarial ordinario por hora;2021T1;10,99
31 Fabricación de muebles;Coste salarial ordinario por hora;2020T4;11,55
31 Fabricación de muebles;Coste salarial ordinario por hora;2020T3;12,44
31 Fabricación de muebles;Coste salarial ordinario por hora;2020T2;11,72
31 Fabricación de muebles;Coste salarial ordinario por hora;2020T1;10,79
31 Fabricación de muebles;Coste salarial ordinario por hora;2019T4;11,07
31 Fabricación de muebles;Coste salarial ordinario por hora;2019T3;12,3
31 Fabricación de muebles;Coste salarial ordinario por hora;2019T2;10,57
31 Fabricación de muebles;Coste salarial ordinario por hora;2019T1;10,18
31 Fabricación de muebles;Coste salarial ordinario por hora;2018T4;11,09
31 Fabricación de muebles;Coste salarial ordinario por hora;2018T3;12,74
31 Fabricación de muebles;Coste salarial ordinario por hora;2018T2;10,4
31 Fabricación de muebles;Coste salarial ordinario por hora;2018T1;10,68
31 Fabricación de muebles;Coste salarial ordinario por hora;2017T4;10,48
31 Fabricación de muebles;Coste salarial ordinario por hora;2017T3;11,68
31 Fabricación de muebles;Coste salarial ordinario por hora;2017T2;9,99
31 Fabricación de muebles;Coste salarial ordinario por hora;2017T1;9,61
31 Fabricación de muebles;Coste salarial ordinario por hora;2016T4;10,24
31 Fabricación de muebles;Coste salarial ordinario por hora;2016T3;11,53
31 Fabricación de muebles;Coste salarial ordinario por hora;2016T2;9,46
31 Fabricación de muebles;Coste salarial ordinario por hora;2016T1;9,92
31 Fabricación de muebles;Coste salarial ordinario por hora;2015T4;10,06
31 Fabricación de muebles;Coste salarial ordinario por hora;2015T3;11,02
31 Fabricación de muebles;Coste salarial ordinario por hora;2015T2;9,75
31 Fabricación de muebles;Coste salarial ordinario por hora;2015T1;9,59
31 Fabricación de muebles;Coste salarial ordinario por hora;2014T4;10,07
31 Fabricación de muebles;Coste salarial ordinario por hora;2014T3;11,38
31 Fabricación de muebles;Coste salarial ordinario por hora;2014T2;9,73
31 Fabricación de muebles;Coste salarial ordinario por hora;2014T1;9,43
31 Fabricación de muebles;Coste salarial ordinario por hora;2013T4;9,94
31 Fabricación de muebles;Coste salarial ordinario por hora;2013T3;11,28
31 Fabricación de muebles;Coste salarial ordinario por hora;2013T2;9,37
31 Fabricación de muebles;Coste salarial ordinario por hora;2013T1;9,71
31 Fabricación de muebles;Coste salarial ordinario por hora;2012T4;10,11
31 Fabricación de muebles;Coste salarial ordinario por hora;2012T3;11,35
31 Fabricación de muebles;Coste salarial ordinario por hora;2012T2;9,78
31 Fabricación de muebles;Coste salarial ordinario por hora;2012T1;9,28
31 Fabricación de muebles;Coste salarial ordinario por hora;2011T4;10,07
31 Fabricación de muebles;Coste salarial ordinario por hora;2011T3;11,37
31 Fabricación de muebles;Coste salarial ordinario por hora;2011T2;9,54
31 Fabricación de muebles;Coste salarial ordinario por hora;2011T1;9,13
31 Fabricación de muebles;Coste salarial ordinario por hora;2010T4;9,71
31 Fabricación de muebles;Coste salarial ordinario por hora;2010T3;10,47
31 Fabricación de muebles;Coste salarial ordinario por hora;2010T2;9,24
31 Fabricación de muebles;Coste salarial ordinario por hora;2010T1;9,11
31 Fabricación de muebles;Coste salarial ordinario por hora;2009T4;9,37
31 Fabricación de muebles;Coste salarial ordinario por hora;2009T3;10,44
31 Fabricación de muebles;Coste salarial ordinario por hora;2009T2;9,09
31 Fabricación de muebles;Coste salarial ordinario por hora;2009T1;8,86
31 Fabricación de muebles;Coste salarial ordinario por hora;2008T4;8,77
31 Fabricación de muebles;Coste salarial ordinario por hora;2008T3;10,05
31 Fabricación de muebles;Coste salarial ordinario por hora;2008T2;8,2
31 Fabricación de muebles;Coste salarial ordinario por hora;2008T1;8,5
31 Fabricación de muebles;Otros costes por hora;2024T4;5,42
31 Fabricación de muebles;Otros costes por hora;2024T3;5,96
31 Fabricación de muebles;Otros costes por hora;2024T2;5,07
31 Fabricación de muebles;Otros costes por hora;2024T1;5,16
31 Fabricación de muebles;Otros costes por hora;2023T4;5,1
31 Fabricación de muebles;Otros costes por hora;2023T3;5,55
31 Fabricación de muebles;Otros costes por hora;2023T2;5,24
31 Fabricación de muebles;Otros costes por hora;2023T1;4,83
31 Fabricación de muebles;Otros costes por hora;2022T4;4,9
31 Fabricación de muebles;Otros costes por hora;2022T3;5,37
31 Fabricación de muebles;Otros costes por hora;2022T2;4,78
31 Fabricación de muebles;Otros costes por hora;2022T1;4,57
31 Fabricación de muebles;Otros costes por hora;2021T4;4,88
31 Fabricación de muebles;Otros costes por hora;2021T3;5,12
31 Fabricación de muebles;Otros costes por hora;2021T2;4,54
31 Fabricación de muebles;Otros costes por hora;2021T1;4,51
31 Fabricación de muebles;Otros costes por hora;2020T4;5,08
31 Fabricación de muebles;Otros costes por hora;2020T3;4,75
31 Fabricación de muebles;Otros costes por hora;2020T2;5,41
31 Fabricación de muebles;Otros costes por hora;2020T1;4,47
31 Fabricación de muebles;Otros costes por hora;2019T4;4,45
31 Fabricación de muebles;Otros costes por hora;2019T3;4,94
31 Fabricación de muebles;Otros costes por hora;2019T2;4,38
31 Fabricación de muebles;Otros costes por hora;2019T1;4,12
31 Fabricación de muebles;Otros costes por hora;2018T4;4,42
31 Fabricación de muebles;Otros costes por hora;2018T3;5,11
31 Fabricación de muebles;Otros costes por hora;2018T2;4,06
31 Fabricación de muebles;Otros costes por hora;2018T1;4,22
31 Fabricación de muebles;Otros costes por hora;2017T4;4,46
31 Fabricación de muebles;Otros costes por hora;2017T3;4,76
31 Fabricación de muebles;Otros costes por hora;2017T2;4,09
31 Fabricación de muebles;Otros costes por hora;2017T1;4,01
31 Fabricación de muebles;Otros costes por hora;2016T4;4,19
31 Fabricación de muebles;Otros costes por hora;2016T3;4,82
31 Fabricación de muebles;Otros costes por hora;2016T2;3,9
31 Fabricación de muebles;Otros costes por hora;2016T1;4,16
31 Fabricación de muebles;Otros costes por hora;2015T4;4,49
31 Fabricación de muebles;Otros costes por hora;2015T3;4,87
31 Fabricación de muebles;Otros costes por hora;2015T2;4,23
31 Fabricación de muebles;Otros costes por hora;2015T1;4,23
31 Fabricación de muebles;Otros costes por hora;2014T4;4,58
31 Fabricación de muebles;Otros costes por hora;2014T3;4,73
31 Fabricación de muebles;Otros costes por hora;2014T2;4,28
31 Fabricación de muebles;Otros costes por hora;2014T1;4,46
31 Fabricación de muebles;Otros costes por hora;2013T4;4,45
31 Fabricación de muebles;Otros costes por hora;2013T3;4,75
31 Fabricación de muebles;Otros costes por hora;2013T2;4,47
31 Fabricación de muebles;Otros costes por hora;2013T1;5,27
31 Fabricación de muebles;Otros costes por hora;2012T4;4,79
31 Fabricación de muebles;Otros costes por hora;2012T3;4,85
31 Fabricación de muebles;Otros costes por hora;2012T2;4,83
31 Fabricación de muebles;Otros costes por hora;2012T1;4,11
31 Fabricación de muebles;Otros costes por hora;2011T4;4,33
31 Fabricación de muebles;Otros costes por hora;2011T3;4,71
31 Fabricación de muebles;Otros costes por hora;2011T2;4,37
31 Fabricación de muebles;Otros costes por hora;2011T1;3,83
31 Fabricación de muebles;Otros costes por hora;2010T4;4,26
31 Fabricación de muebles;Otros costes por hora;2010T3;4,26
31 Fabricación de muebles;Otros costes por hora;2010T2;4,18
31 Fabricación de muebles;Otros costes por hora;2010T1;4,18
31 Fabricación de muebles;Otros costes por hora;2009T4;4,17
31 Fabricación de muebles;Otros costes por hora;2009T3;4,8
31 Fabricación de muebles;Otros costes por hora;2009T2;4,07
31 Fabricación de muebles;Otros costes por hora;2009T1;4,27
31 Fabricación de muebles;Otros costes por hora;2008T4;3,89
31 Fabricación de muebles;Otros costes por hora;2008T3;4,37
31 Fabricación de muebles;Otros costes por hora;2008T2;3,48
31 Fabricación de muebles;Otros costes por hora;2008T1;3,51
32 Otras industrias manufactureras;Coste laboral total por hora;2024T4;22,67
32 Otras industrias manufactureras;Coste laboral total por hora;2024T3;23,96
32 Otras industrias manufactureras;Coste laboral total por hora;2024T2;21,28
32 Otras industrias manufactureras;Coste laboral total por hora;2024T1;20,55
32 Otras industrias manufactureras;Coste laboral total por hora;2023T4;22,03
32 Otras industrias manufactureras;Coste laboral total por hora;2023T3;22,07
32 Otras industrias manufactureras;Coste laboral total por hora;2023T2;19,73
32 Otras industrias manufactureras;Coste laboral total por hora;2023T1;18,89
