Divisiones de la CNAE-09;Tiempo de trabajo;Periodo;Total
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2016T1;166,5
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2015T4;165,8
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2015T3;166,3
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2015T2;165,9
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2015T1;164,9
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2014T4;165,3
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2014T3;165,4
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2014T2;165,5
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2014T1;165,4
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2013T4;165,5
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2013T3;165,4
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2013T2;165,1
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2013T1;164,2
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2012T4;165,1
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2012T3;165,1
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2012T2;164,5
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2012T1;164,1
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2011T4;165,2
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2011T3;165,7
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2011T2;165,6
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2011T1;166,1
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2010T4;163,7
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2010T3;164,9
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2010T2;164,2
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2010T1;164,2
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2009T4;164,2
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2009T3;165,3
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2009T2;165,3
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2009T1;165
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2008T4;166,6
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2008T3;167,6
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2008T2;167,9
33 Reparación e instalación de maquinaria y equipo;Horas pagadas;2008T1;167,8
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2024T4;137,4
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2024T3;132,2
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2024T2;149,4
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2024T1;144,3
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2023T4;137,5
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2023T3;131
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2023T2;143,9
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2023T1;149,8
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2022T4;139,8
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2022T3;133,1
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2022T2;146,3
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2022T1;147,5
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2021T4;137,2
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2021T3;133,6
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2021T2;145,4
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2021T1;146,5
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2020T4;139,8
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2020T3;133,9
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2020T2;122
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2020T1;144,1
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2019T4;143,8
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2019T3;130,8
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2019T2;147,4
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2019T1;153,2
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2018T4;143,1
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2018T3;133,5
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2018T2;153,8
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2018T1;149,3
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2017T4;140,6
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2017T3;135,8
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2017T2;148
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2017T1;152,8
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2016T4;142,1
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2016T3;131,7
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2016T2;153,4
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2016T1;147,1
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2015T4;143
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2015T3;132,4
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2015T2;148
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2015T1;149,7
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2014T4;140,2
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2014T3;135,8
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2014T2;145,5
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2014T1;151,1
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2013T4;140,7
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2013T3;133,9
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2013T2;149,5
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2013T1;145,5
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2012T4;139,2
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2012T3;133,4
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2012T2;146,2
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2012T1;150,6
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2011T4;140,4
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2011T3;133,3
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2011T2;147
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2011T1;151,5
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2010T4;137,2
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2010T3;136
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2010T2;145,8
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2010T1;147,2
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2009T4;139,5
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2009T3;133,7
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2009T2;143,3
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2009T1;146,6
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2008T4;143,5
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2008T3;136,5
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2008T2;154,8
33 Reparación e instalación de maquinaria y equipo;Horas efectivas;2008T1;148,2
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2024T4;31,4
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2024T3;36,5
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2024T2;19,8
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2024T1;24,1
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2023T4;30,7
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2023T3;36,6
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2023T2;24,1
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2023T1;18,1
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2022T4;28,5
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2022T3;34,4
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2022T2;21,9
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2022T1;20
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2021T4;31,4
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2021T3;34
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2021T2;22,5
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2021T1;21,6
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2020T4;27,7
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2020T3;34,9
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2020T2;45,4
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2020T1;22,6
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2019T4;24,6
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2019T3;36,9
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2019T2;20,7
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2019T1;15,2
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2018T4;24,8
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2018T3;33,5
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2018T2;14,6
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2018T1;18,8
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2017T4;25
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2017T3;29,9
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2017T2;18,6
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2017T1;13,6
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2016T4;23,6
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2016T3;34,2
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2016T2;13,1
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2016T1;19,7
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2015T4;23,3
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2015T3;34
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2015T2;18
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2015T1;15,3
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2014T4;25,5
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2014T3;30
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2014T2;20,3
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2014T1;14,4
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2013T4;25
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2013T3;31,8
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2013T2;15,8
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2013T1;19,1
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2012T4;26,3
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2012T3;31,9
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2012T2;18,5
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2012T1;14,2
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2011T4;25,1
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2011T3;32,6
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2011T2;18,8
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2011T1;15,1
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2010T4;27
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2010T3;29,2
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2010T2;18,7
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2010T1;17,3
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2009T4;25
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2009T3;31,7
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2009T2;22,8
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2009T1;18,5
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2008T4;23,4
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2008T3;31,3
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2008T2;13,4
33 Reparación e instalación de maquinaria y equipo;Horas no trabajadas;2008T1;19,8
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2024T4;2,8
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2024T3;2,3
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2024T2;2,8
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2024T1;2,3
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2023T4;2,7
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2023T3;2,2
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2023T2;2,3
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2023T1;2,3
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2022T4;2,7
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2022T3;2
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2022T2;2,7
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2022T1;2
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2021T4;3,3
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2021T3;2,1
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2021T2;1,9
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2021T1;2,5
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2020T4;2,4
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2020T3;2,5
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2020T2;1,7
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2020T1;1,6
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2019T4;3,3
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2019T3;2,9
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2019T2;2,9
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2019T1;2,7
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2018T4;2,5
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2018T3;2
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2018T2;2,7
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2018T1;2,5
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2017T4;2,4
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2017T3;1,7
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2017T2;2,3
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2017T1;2
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2016T4;1
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2016T3;0,9
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2016T2;1,2
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2016T1;1,2
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2015T4;1,2
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2015T3;1,2
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2015T2;1,1
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2015T1;0,8
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2014T4;1
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2014T3;1,1
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2014T2;0,9
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2014T1;0,9
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2013T4;1,3
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2013T3;1,1
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2013T2;1,1
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2013T1;1,3
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2012T4;1,4
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2012T3;1,1
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2012T2;1,1
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2012T1;1
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2011T4;1,1
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2011T3;1,4
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2011T2;1,6
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2011T1;1,6
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2010T4;1,4
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2010T3;1,2
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2010T2;1
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2010T1;0,9
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2009T4;1,1
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2009T3;0,9
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2009T2;1
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2009T1;1,1
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2008T4;1,3
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2008T3;1,5
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2008T2;1,6
33 Reparación e instalación de maquinaria y equipo;Horas extras por trabajador;2008T1;1,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2024T4;165,1
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2024T3;164,6
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2024T2;164,6
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2024T1;164,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2023T4;164,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2023T3;164,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2023T2;164,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2023T1;164,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2022T4;165,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2022T3;165,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2022T2;165,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2022T1;165,2
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2021T4;165
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2021T3;164,1
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2021T2;164
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2021T1;164,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2020T4;165,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2020T3;165,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2020T2;165,6
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2020T1;165,2
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2019T4;164,8
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2019T3;165
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2019T2;165,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2019T1;164,8
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2018T4;165,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2018T3;165,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2018T2;165,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2018T1;164,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2017T4;165,1
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2017T3;165,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2017T2;165,2
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2017T1;164,8
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2016T4;164,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2016T3;164,8
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2016T2;164,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2016T1;164,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2015T4;165
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2015T3;165,2
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2015T2;165,6
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2015T1;165,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2014T4;165,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2014T3;165,2
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2014T2;165,2
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2014T1;165,1
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2013T4;164,8
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2013T3;164,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2013T2;165
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2013T1;164,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2012T4;164,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2012T3;163,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2012T2;164,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2012T1;164,6
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2011T4;164,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2011T3;165,2
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2011T2;166
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2011T1;165,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2010T4;164,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2010T3;165,1
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2010T2;165,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2010T1;165,6
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2009T4;165,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2009T3;165,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2009T2;166
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2009T1;166,1
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2008T4;165,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2008T3;164,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2008T2;165,2
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pactadas;2008T1;164,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2024T4;166,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2024T3;165,8
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2024T2;165,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2024T1;165,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2023T4;166,6
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2023T3;166
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2023T2;166,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2023T1;165,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2022T4;167,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2022T3;167,1
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2022T2;166,6
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2022T1;166,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2021T4;167,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2021T3;165,2
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2021T2;165,1
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2021T1;165,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2020T4;167,5
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2020T3;167
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2020T2;166,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2020T1;166,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2019T4;166,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2019T3;166,3
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2019T2;166,7
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2019T1;166
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2018T4;166,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2018T3;166,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2018T2;166,4
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2018T1;165,6
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2017T4;165,9
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2017T3;166,1
35 Suministro de energía eléctrica, gas, vapor y aire acondicionado;Horas pagadas;2017T2;165,9
