Divisiones de la CNAE-09;Tiempo de trabajo;Periodo;Total
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2015T1;29
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2014T4;32
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2014T3;28,5
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2014T2;26,3
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2014T1;28,2
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2013T4;34,4
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2013T3;30
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2013T2;20,2
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2013T1;33,3
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2012T4;40,2
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2012T3;33,6
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2012T2;25,4
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2012T1;38,4
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2011T4;43,6
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2011T3;35,2
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2011T2;34,4
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2011T1;36,6
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2010T4;45,3
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2010T3;44,4
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2010T2;40,3
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2010T1;39,1
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2009T4;46,3
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2009T3;39,7
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2009T2;42,7
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2009T1;37,4
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2008T4;46,5
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2008T3;49,8
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2008T2;41,8
50 Transporte marítimo y por vías navegables interiores;Horas no trabajadas;2008T1;44,9
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2024T4;0,4
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2024T3;0,8
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2024T2;0,5
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2024T1;0,7
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2023T4;0,9
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2023T3;0,6
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2023T2;0,7
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2023T1;0,6
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2022T4;0,7
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2022T3;0,5
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2022T2;0,5
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2022T1;0,4
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2021T4;0,3
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2021T3;0,8
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2021T2;0,6
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2021T1;0,7
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2020T4;0,6
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2020T3;0,7
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2020T2;0,1
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2020T1;1
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2019T4;1,2
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2019T3;1,4
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2019T2;1,1
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2019T1;1,1
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2018T4;1,4
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2018T3;1,3
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2018T2;1,2
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2018T1;1,2
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2017T4;1,4
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2017T3;1,2
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2017T2;1,6
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2017T1;2,4
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2016T4;1,8
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2016T3;2
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2016T2;2
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2016T1;2,4
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2015T4;1,8
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2015T3;2
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2015T2;1,4
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2015T1;1,8
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2014T4;1,3
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2014T3;1,6
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2014T2;1,5
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2014T1;1,5
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2013T4;1,4
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2013T3;1,8
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2013T2;1,9
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2013T1;1,7
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2012T4;2,2
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2012T3;1,9
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2012T2;2,1
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2012T1;2
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2011T4;2,2
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2011T3;2,5
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2011T2;2,6
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2011T1;3,1
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2010T4;3,3
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2010T3;3,7
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2010T2;3,4
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2010T1;3,2
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2009T4;3,2
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2009T3;3,6
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2009T2;3,5
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2009T1;3,2
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2008T4;6,8
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2008T3;7,7
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2008T2;7,8
50 Transporte marítimo y por vías navegables interiores;Horas extras por trabajador;2008T1;7,9
51 Transporte aéreo;Horas pactadas;2024T4;160,1
51 Transporte aéreo;Horas pactadas;2024T3;159,9
51 Transporte aéreo;Horas pactadas;2024T2;159,9
51 Transporte aéreo;Horas pactadas;2024T1;156,5
51 Transporte aéreo;Horas pactadas;2023T4;157,1
51 Transporte aéreo;Horas pactadas;2023T3;155,9
51 Transporte aéreo;Horas pactadas;2023T2;154,5
51 Transporte aéreo;Horas pactadas;2023T1;158,2
51 Transporte aéreo;Horas pactadas;2022T4;161,7
51 Transporte aéreo;Horas pactadas;2022T3;160,8
51 Transporte aéreo;Horas pactadas;2022T2;160,4
51 Transporte aéreo;Horas pactadas;2022T1;158
51 Transporte aéreo;Horas pactadas;2021T4;161,8
51 Transporte aéreo;Horas pactadas;2021T3;158
51 Transporte aéreo;Horas pactadas;2021T2;161
51 Transporte aéreo;Horas pactadas;2021T1;157,8
51 Transporte aéreo;Horas pactadas;2020T4;160,3
51 Transporte aéreo;Horas pactadas;2020T3;163,4
51 Transporte aéreo;Horas pactadas;2020T2;164
51 Transporte aéreo;Horas pactadas;2020T1;161,9
51 Transporte aéreo;Horas pactadas;2019T4;160,9
51 Transporte aéreo;Horas pactadas;2019T3;162,5
51 Transporte aéreo;Horas pactadas;2019T2;163,1
51 Transporte aéreo;Horas pactadas;2019T1;161,9
51 Transporte aéreo;Horas pactadas;2018T4;161,9
51 Transporte aéreo;Horas pactadas;2018T3;163,9
51 Transporte aéreo;Horas pactadas;2018T2;162,6
51 Transporte aéreo;Horas pactadas;2018T1;162,5
51 Transporte aéreo;Horas pactadas;2017T4;161,9
51 Transporte aéreo;Horas pactadas;2017T3;165,1
51 Transporte aéreo;Horas pactadas;2017T2;165,2
51 Transporte aéreo;Horas pactadas;2017T1;163,6
51 Transporte aéreo;Horas pactadas;2016T4;163,9
51 Transporte aéreo;Horas pactadas;2016T3;165,7
51 Transporte aéreo;Horas pactadas;2016T2;164,9
51 Transporte aéreo;Horas pactadas;2016T1;162,9
51 Transporte aéreo;Horas pactadas;2015T4;162,9
51 Transporte aéreo;Horas pactadas;2015T3;164,2
51 Transporte aéreo;Horas pactadas;2015T2;168,6
51 Transporte aéreo;Horas pactadas;2015T1;166,8
51 Transporte aéreo;Horas pactadas;2014T4;167,2
51 Transporte aéreo;Horas pactadas;2014T3;168,1
51 Transporte aéreo;Horas pactadas;2014T2;167,2
51 Transporte aéreo;Horas pactadas;2014T1;166,4
51 Transporte aéreo;Horas pactadas;2013T4;167,7
51 Transporte aéreo;Horas pactadas;2013T3;168,1
51 Transporte aéreo;Horas pactadas;2013T2;166,5
51 Transporte aéreo;Horas pactadas;2013T1;166,7
51 Transporte aéreo;Horas pactadas;2012T4;166,2
51 Transporte aéreo;Horas pactadas;2012T3;167,5
51 Transporte aéreo;Horas pactadas;2012T2;164,3
51 Transporte aéreo;Horas pactadas;2012T1;165,4
51 Transporte aéreo;Horas pactadas;2011T4;166,4
51 Transporte aéreo;Horas pactadas;2011T3;166,7
51 Transporte aéreo;Horas pactadas;2011T2;166,3
51 Transporte aéreo;Horas pactadas;2011T1;166,3
51 Transporte aéreo;Horas pactadas;2010T4;166,4
51 Transporte aéreo;Horas pactadas;2010T3;167
51 Transporte aéreo;Horas pactadas;2010T2;166,8
51 Transporte aéreo;Horas pactadas;2010T1;166,5
51 Transporte aéreo;Horas pactadas;2009T4;166,8
51 Transporte aéreo;Horas pactadas;2009T3;167
51 Transporte aéreo;Horas pactadas;2009T2;166,1
51 Transporte aéreo;Horas pactadas;2009T1;165,9
51 Transporte aéreo;Horas pactadas;2008T4;164,5
51 Transporte aéreo;Horas pactadas;2008T3;165,3
51 Transporte aéreo;Horas pactadas;2008T2;166
51 Transporte aéreo;Horas pactadas;2008T1;164,9
51 Transporte aéreo;Horas pagadas;2024T4;159,7
51 Transporte aéreo;Horas pagadas;2024T3;159,7
51 Transporte aéreo;Horas pagadas;2024T2;160
51 Transporte aéreo;Horas pagadas;2024T1;157,8
51 Transporte aéreo;Horas pagadas;2023T4;157,8
51 Transporte aéreo;Horas pagadas;2023T3;156,1
51 Transporte aéreo;Horas pagadas;2023T2;154,6
51 Transporte aéreo;Horas pagadas;2023T1;158,4
51 Transporte aéreo;Horas pagadas;2022T4;161,7
51 Transporte aéreo;Horas pagadas;2022T3;160,8
51 Transporte aéreo;Horas pagadas;2022T2;160,9
51 Transporte aéreo;Horas pagadas;2022T1;157,4
51 Transporte aéreo;Horas pagadas;2021T4;161,8
51 Transporte aéreo;Horas pagadas;2021T3;157,6
51 Transporte aéreo;Horas pagadas;2021T2;160,8
51 Transporte aéreo;Horas pagadas;2021T1;157,4
51 Transporte aéreo;Horas pagadas;2020T4;160,2
51 Transporte aéreo;Horas pagadas;2020T3;163,2
51 Transporte aéreo;Horas pagadas;2020T2;163,7
51 Transporte aéreo;Horas pagadas;2020T1;162,4
51 Transporte aéreo;Horas pagadas;2019T4;161
51 Transporte aéreo;Horas pagadas;2019T3;163
51 Transporte aéreo;Horas pagadas;2019T2;163,5
51 Transporte aéreo;Horas pagadas;2019T1;162,7
51 Transporte aéreo;Horas pagadas;2018T4;162,3
51 Transporte aéreo;Horas pagadas;2018T3;164,3
51 Transporte aéreo;Horas pagadas;2018T2;162,9
51 Transporte aéreo;Horas pagadas;2018T1;163,1
51 Transporte aéreo;Horas pagadas;2017T4;162,2
51 Transporte aéreo;Horas pagadas;2017T3;165,8
51 Transporte aéreo;Horas pagadas;2017T2;165,6
51 Transporte aéreo;Horas pagadas;2017T1;164,2
51 Transporte aéreo;Horas pagadas;2016T4;164,2
51 Transporte aéreo;Horas pagadas;2016T3;165,9
