Tipo de jornada;Sectores de actividad CNAE 2009;Componentes del coste;Periodo;Total
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2024T4;19,21
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2024T3;18,31
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2024T2;17,63
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2024T1;16,93
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2023T4;18,74
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2023T3;17,42
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2023T2;17,3
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2023T1;15,79
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2022T4;17,83
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2022T3;16,63
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2022T2;16,35
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2022T1;15,17
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2021T4;17,12
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2021T3;16,13
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2021T2;16,18
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2021T1;15,11
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2020T4;16,97
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2020T3;16,16
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2020T2;16,88
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2020T1;14,65
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2019T4;16,24
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2019T3;15,52
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2019T2;15,27
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2019T1;13,99
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2018T4;16,01
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2018T3;15,2
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2018T2;14,47
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2018T1;14,04
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2017T4;15,93
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2017T3;14,83
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2017T2;14,78
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2017T1;13,5
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2016T4;15,78
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2016T3;14,9
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2016T2;14,22
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2016T1;14,13
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2015T4;15,67
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2015T3;14,87
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2015T2;14,77
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2015T1;13,67
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2014T4;15,35
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2014T3;14,9
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2014T2;14,71
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2014T1;13,39
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2013T4;15,48
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2013T3;14,86
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2013T2;14,19
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2013T1;13,63
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2012T4;15,14
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2012T3;14,85
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2012T2;14,57
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2012T1;13,39
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2011T4;15,56
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2011T3;14,81
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2011T2;14,42
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2011T1;13,19
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2010T4;15,22
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2010T3;14,17
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2010T2;14,24
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2010T1;13,17
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2009T4;15,02
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2009T3;14,3
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2009T2;14,04
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2009T1;12,8
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2008T4;14,27
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2008T3;13,76
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2008T2;12,79
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por hora;2008T1;12,5
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2024T4;15,81
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2024T3;16,66
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2024T2;14,84
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2024T1;15
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2023T4;15,34
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2023T3;15,89
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2023T2;14,58
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2023T1;14,01
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2022T4;14,51
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2022T3;15,12
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2022T2;13,73
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2022T1;13,5
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2021T4;14,07
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2021T3;14,68
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2021T2;13,61
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2021T1;13,56
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2020T4;13,93
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2020T3;14,69
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2020T2;14,02
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2020T1;13,14
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2019T4;13,32
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2019T3;14,14
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2019T2;12,91
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2019T1;12,52
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2018T4;13,1
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2018T3;13,78
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2018T2;12,21
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2018T1;12,54
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2017T4;12,95
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2017T3;13,52
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2017T2;12,4
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2017T1;12,07
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2016T4;12,84
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2016T3;13,57
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2016T2;11,93
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2016T1;12,61
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2015T4;12,69
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2015T3;13,51
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2015T2;12,43
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2015T1;12,23
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2014T4;12,55
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2014T3;13,58
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2014T2;12,44
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2014T1;12,11
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2013T4;12,63
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2013T3;13,54
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2013T2;12,01
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2013T1;12,3
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2012T4;12,7
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2012T3;13,53
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2012T2;12,29
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2012T1;11,94
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2011T4;12,58
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2011T3;13,49
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2011T2;12,1
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2011T1;11,76
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2010T4;12,29
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2010T3;12,9
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2010T2;11,93
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2010T1;11,83
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2009T4;12,15
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2009T3;13,05
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2009T2;11,92
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2009T1;11,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2008T4;11,6
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2008T3;12,58
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2008T2;10,93
Ambas jornadas;B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por hora;2008T1;11,19
Ambas jornadas;Industria;Coste salarial total por hora;2024T4;20,7
Ambas jornadas;Industria;Coste salarial total por hora;2024T3;20,1
Ambas jornadas;Industria;Coste salarial total por hora;2024T2;18,92
Ambas jornadas;Industria;Coste salarial total por hora;2024T1;17,86
Ambas jornadas;Industria;Coste salarial total por hora;2023T4;20,17
Ambas jornadas;Industria;Coste salarial total por hora;2023T3;19,09
Ambas jornadas;Industria;Coste salarial total por hora;2023T2;18,46
Ambas jornadas;Industria;Coste salarial total por hora;2023T1;16,61
Ambas jornadas;Industria;Coste salarial total por hora;2022T4;19,02
Ambas jornadas;Industria;Coste salarial total por hora;2022T3;18,45
Ambas jornadas;Industria;Coste salarial total por hora;2022T2;17,54
Ambas jornadas;Industria;Coste salarial total por hora;2022T1;15,87
Ambas jornadas;Industria;Coste salarial total por hora;2021T4;18,35
Ambas jornadas;Industria;Coste salarial total por hora;2021T3;17,58
Ambas jornadas;Industria;Coste salarial total por hora;2021T2;17
Ambas jornadas;Industria;Coste salarial total por hora;2021T1;15,87
Ambas jornadas;Industria;Coste salarial total por hora;2020T4;18,12
Ambas jornadas;Industria;Coste salarial total por hora;2020T3;17,6
Ambas jornadas;Industria;Coste salarial total por hora;2020T2;17,8
Ambas jornadas;Industria;Coste salarial total por hora;2020T1;15,59
Ambas jornadas;Industria;Coste salarial total por hora;2019T4;17,81
Ambas jornadas;Industria;Coste salarial total por hora;2019T3;17,51
Ambas jornadas;Industria;Coste salarial total por hora;2019T2;16,65
Ambas jornadas;Industria;Coste salarial total por hora;2019T1;14,96
Ambas jornadas;Industria;Coste salarial total por hora;2018T4;17,69
Ambas jornadas;Industria;Coste salarial total por hora;2018T3;17,23
Ambas jornadas;Industria;Coste salarial total por hora;2018T2;15,85
Ambas jornadas;Industria;Coste salarial total por hora;2018T1;15,07
Ambas jornadas;Industria;Coste salarial total por hora;2017T4;17,83
Ambas jornadas;Industria;Coste salarial total por hora;2017T3;16,88
Ambas jornadas;Industria;Coste salarial total por hora;2017T2;16,22
Ambas jornadas;Industria;Coste salarial total por hora;2017T1;14,61
Ambas jornadas;Industria;Coste salarial total por hora;2016T4;17,58
Ambas jornadas;Industria;Coste salarial total por hora;2016T3;16,88
Ambas jornadas;Industria;Coste salarial total por hora;2016T2;15,43
Ambas jornadas;Industria;Coste salarial total por hora;2016T1;15,23
Ambas jornadas;Industria;Coste salarial total por hora;2015T4;17,33
Ambas jornadas;Industria;Coste salarial total por hora;2015T3;16,88
Ambas jornadas;Industria;Coste salarial total por hora;2015T2;16,06
Ambas jornadas;Industria;Coste salarial total por hora;2015T1;14,64
Ambas jornadas;Industria;Coste salarial total por hora;2014T4;17,15
Ambas jornadas;Industria;Coste salarial total por hora;2014T3;16,95
Ambas jornadas;Industria;Coste salarial total por hora;2014T2;16,15
Ambas jornadas;Industria;Coste salarial total por hora;2014T1;14,49
Ambas jornadas;Industria;Coste salarial total por hora;2013T4;17,24
Ambas jornadas;Industria;Coste salarial total por hora;2013T3;16,9
Ambas jornadas;Industria;Coste salarial total por hora;2013T2;15,44
Ambas jornadas;Industria;Coste salarial total por hora;2013T1;14,72
Ambas jornadas;Industria;Coste salarial total por hora;2012T4;17,07
Ambas jornadas;Industria;Coste salarial total por hora;2012T3;16,67
Ambas jornadas;Industria;Coste salarial total por hora;2012T2;15,59
Ambas jornadas;Industria;Coste salarial total por hora;2012T1;14,05
Ambas jornadas;Industria;Coste salarial total por hora;2011T4;16,93
Ambas jornadas;Industria;Coste salarial total por hora;2011T3;16,45
Ambas jornadas;Industria;Coste salarial total por hora;2011T2;15,12
Ambas jornadas;Industria;Coste salarial total por hora;2011T1;13,75
Ambas jornadas;Industria;Coste salarial total por hora;2010T4;16,46
Ambas jornadas;Industria;Coste salarial total por hora;2010T3;15,71
Ambas jornadas;Industria;Coste salarial total por hora;2010T2;14,74
Ambas jornadas;Industria;Coste salarial total por hora;2010T1;13,7
Ambas jornadas;Industria;Coste salarial total por hora;2009T4;16,05
Ambas jornadas;Industria;Coste salarial total por hora;2009T3;15,76
Ambas jornadas;Industria;Coste salarial total por hora;2009T2;14,62
Ambas jornadas;Industria;Coste salarial total por hora;2009T1;13,35
Ambas jornadas;Industria;Coste salarial total por hora;2008T4;15,3
Ambas jornadas;Industria;Coste salarial total por hora;2008T3;15,2
Ambas jornadas;Industria;Coste salarial total por hora;2008T2;13,33
Ambas jornadas;Industria;Coste salarial total por hora;2008T1;13,13
Ambas jornadas;Industria;Coste salarial ordinario por hora;2024T4;16,57
Ambas jornadas;Industria;Coste salarial ordinario por hora;2024T3;17,86
Ambas jornadas;Industria;Coste salarial ordinario por hora;2024T2;15,48
Ambas jornadas;Industria;Coste salarial ordinario por hora;2024T1;15,64
Ambas jornadas;Industria;Coste salarial ordinario por hora;2023T4;15,99
Ambas jornadas;Industria;Coste salarial ordinario por hora;2023T3;16,99
Ambas jornadas;Industria;Coste salarial ordinario por hora;2023T2;15,11
Ambas jornadas;Industria;Coste salarial ordinario por hora;2023T1;14,5
Ambas jornadas;Industria;Coste salarial ordinario por hora;2022T4;15,17
Ambas jornadas;Industria;Coste salarial ordinario por hora;2022T3;16,28
Ambas jornadas;Industria;Coste salarial ordinario por hora;2022T2;14,3
Ambas jornadas;Industria;Coste salarial ordinario por hora;2022T1;13,89
Ambas jornadas;Industria;Coste salarial ordinario por hora;2021T4;14,61
Ambas jornadas;Industria;Coste salarial ordinario por hora;2021T3;15,6
Ambas jornadas;Industria;Coste salarial ordinario por hora;2021T2;14,05
Ambas jornadas;Industria;Coste salarial ordinario por hora;2021T1;13,92
Ambas jornadas;Industria;Coste salarial ordinario por hora;2020T4;14,45
Ambas jornadas;Industria;Coste salarial ordinario por hora;2020T3;15,5
Ambas jornadas;Industria;Coste salarial ordinario por hora;2020T2;14,45
Ambas jornadas;Industria;Coste salarial ordinario por hora;2020T1;13,73
Ambas jornadas;Industria;Coste salarial ordinario por hora;2019T4;14,14
