Sectores de actividad CNAE 2009;Componentes del coste;Tipo de dato;Clase de indicador;Periodo;Total
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2009T4;92,7
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2009T3;88,5
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2009T2;87,5
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2009T1;80,3
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2008T4;88,4
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2008T3;85,2
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2008T2;80,1
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2008T1;78,7
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2007T4;86,5
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2007T3;80,6
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2007T2;79,1
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2007T1;72,7
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2006T4;83
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2006T3;76,5
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2006T2;75,7
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2006T1;69,2
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2005T4;76,4
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2005T3;71,7
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2005T2;68,3
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2005T1;68,1
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2004T4;74,2
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2004T3;69,6
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2004T2;67,1
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2004T1;64,9
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2003T4;70,4
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2003T3;68,1
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2003T2;64,8
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2003T1;62,1
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2002T4;68,4
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2002T3;66,5
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2002T2;60,1
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2002T1;59,9
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2001T4;66,6
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2001T3;64,7
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2001T2;59,3
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2001T1;55,5
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2000T4;63,6
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2000T3;61,8
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2000T2;57,7
Servicios;Coste salarial total por hora;Índice;Principales series de ETCL;2000T1;54
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2024T4;2,8
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2024T3;5,1
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2024T2;1,9
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2024T1;7,4
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2023T4;4,8
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2023T3;5
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2023T2;6,3
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2023T1;4
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2022T4;4,1
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2022T3;2,7
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2022T2;0,2
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2022T1;0,3
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2021T4;1
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2021T3;-0,4
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2021T2;-3,9
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2021T1;3,5
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2020T4;5,3
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2020T3;5,3
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2020T2;11,4
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2020T1;5,1
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2019T4;1,6
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2019T3;2,3
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2019T2;5,8
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2019T1;-0,1
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2018T4;0,6
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2018T3;2,8
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2018T2;-2
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2018T1;4,2
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2017T4;1
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2017T3;-0,5
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2017T2;3,8
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2017T1;-4,5
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2016T4;0,6
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2016T3;0,5
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2016T2;-3,6
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2016T1;3,4
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2015T4;2,6
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2015T3;-0,2
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2015T2;0,8
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2015T1;2,5
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2014T4;-1
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2014T3;0,2
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2014T2;3,4
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2014T1;-1,8
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2013T4;2,8
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2013T3;-0,3
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2013T2;-3,2
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2013T1;0,7
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2012T4;-4
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2012T3;-0,3
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2012T2;0,1
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2012T1;1,1
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2011T4;1,9
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2011T3;4,2
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2011T2;0,6
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2011T1;-0,2
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2010T4;0,9
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2010T3;-1,3
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2010T2;1,4
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2010T1;2,7
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2009T4;4,8
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2009T3;3,8
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2009T2;9,3
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2009T1;2
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2008T4;2,2
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2008T3;5,7
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2008T2;1,3
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2008T1;8,3
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2007T4;4,3
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2007T3;5,3
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2007T2;4,4
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2007T1;5
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2006T4;8,7
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2006T3;6,7
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2006T2;11
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2006T1;1,6
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2005T4;2,9
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2005T3;3
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2005T2;1,8
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2005T1;5
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2004T4;5,4
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2004T3;2,2
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2004T2;3,5
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2004T1;4,5
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2003T4;3
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2003T3;2,5
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2003T2;7,8
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2003T1;3,7
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2002T4;2,7
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2002T3;2,7
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2002T2;1,4
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2002T1;7,9
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2001T4;4,8
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2001T3;4,7
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2001T2;2,8
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2001T1;2,7
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2000T4;..
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2000T3;..
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2000T2;..
Servicios;Coste salarial total por hora;Tasa de variación anual;Principales series de ETCL;2000T1;..
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2024T4;15,86
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2024T3;16,65
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2024T2;14,91
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2024T1;15,08
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2023T4;15,39
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2023T3;15,89
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2023T2;14,66
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2023T1;14,09
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2022T4;14,55
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2022T3;15,12
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2022T2;13,78
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2022T1;13,6
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2021T4;14,13
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2021T3;14,7
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2021T2;13,7
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2021T1;13,68
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2020T4;14
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2020T3;14,76
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2020T2;14,11
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2020T1;13,19
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2019T4;13,3
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2019T3;14,08
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2019T2;12,91
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2019T1;12,55
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2018T4;13,05
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2018T3;13,68
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2018T2;12,17
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2018T1;12,53
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2017T4;12,87
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2017T3;13,41
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2017T2;12,33
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2017T1;12,04
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2016T4;12,77
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2016T3;13,47
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2016T2;11,88
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2016T1;12,56
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2015T4;12,61
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2015T3;13,38
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2015T2;12,37
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2015T1;12,18
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2014T4;12,44
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2014T3;13,45
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2014T2;12,35
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2014T1;12,04
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2013T4;12,55
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2013T3;13,42
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2013T2;11,95
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2013T1;12,24
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2012T4;12,65
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2012T3;13,44
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2012T2;12,28
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2012T1;11,96
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2011T4;12,58
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2011T3;13,47
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2011T2;12,16
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2011T1;11,83
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2010T4;12,31
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2010T3;12,91
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2010T2;12,02
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2010T1;11,94
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2009T4;12,2
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2009T3;13,1
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2009T2;12,01
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2009T1;11,69
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2008T4;11,68
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2008T3;12,62
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2008T2;11,05
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2008T1;11,33
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2007T4;11,41
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2007T3;12
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2007T2;10,86
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2007T1;10,47
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2006T4;10,92
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2006T3;11,36
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2006T2;10,37
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2006T1;10
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2005T4;9,97
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2005T3;10,5
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2005T2;9,38
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2005T1;9,66
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2004T4;9,68
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2004T3;10,17
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2004T2;9,27
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2004T1;9,16
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2003T4;9,25
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2003T3;9,95
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2003T2;9,09
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2003T1;8,87
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2002T4;9,03
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2002T3;9,71
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2002T2;8,5
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2002T1;8,65
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2001T4;8,79
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2001T3;9,43
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2001T2;8,39
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2001T1;8,05
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2000T4;8,41
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2000T3;9,04
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2000T2;8,15
Servicios;Coste salarial ordinario por hora;Euros;Principales series de ETCL;2000T1;7,85
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2024T4;113,1
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2024T3;118,8
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2024T2;106,3
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2024T1;107,6
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2023T4;109,8
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2023T3;113,3
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2023T2;104,6
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2023T1;100,5
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2022T4;103,8
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2022T3;107,8
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2022T2;98,3
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2022T1;97
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2021T4;100,8
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2021T3;104,9
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2021T2;97,7
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2021T1;97,6
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2020T4;99,9
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2020T3;105,3
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2020T2;100,6
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2020T1;94,1
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2019T4;94,9
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2019T3;100,4
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2019T2;92,1
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2019T1;89,5
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2018T4;93,1
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2018T3;97,6
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2018T2;86,8
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2018T1;89,4
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2017T4;91,8
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2017T3;95,6
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2017T2;87,9
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2017T1;85,9
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2016T4;91,1
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2016T3;96,1
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2016T2;84,7
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2016T1;89,6
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2015T4;89,9
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2015T3;95,4
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2015T2;88,2
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2015T1;86,9
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2014T4;88,7
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2014T3;95,9
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2014T2;88,1
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2014T1;85,9
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2013T4;89,5
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2013T3;95,7
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2013T2;85,2
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2013T1;87,3
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2012T4;90,2
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2012T3;95,9
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2012T2;87,6
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2012T1;85,3
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2011T4;89,7
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2011T3;96,1
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2011T2;86,7
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2011T1;84,4
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2010T4;87,8
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2010T3;92,1
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2010T2;85,7
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2010T1;85,2
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2009T4;87
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2009T3;93,4
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2009T2;85,7
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2009T1;83,4
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2008T4;83,3
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2008T3;90
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2008T2;78,8
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2008T1;80,8
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2007T4;81,4
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2007T3;85,6
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2007T2;77,5
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2007T1;74,7
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2006T4;77,9
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2006T3;81
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2006T2;74
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2006T1;71,3
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2005T4;71,1
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2005T3;74,9
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2005T2;66,9
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2005T1;68,9
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2004T4;69
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2004T3;72,5
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2004T2;66,1
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2004T1;65,3
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2003T4;66
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2003T3;71
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2003T2;64,8
Servicios;Coste salarial ordinario por hora;Índice;Principales series de ETCL;2003T1;63,3
