Sectores de actividad CNAE 2009;Componentes del coste;Tipo de dato;Clase de indicador;Periodo;Total
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2007T3;85,9
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2007T2;91
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2007T1;85,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2006T4;93,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2006T3;82,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2006T2;87,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2006T1;82,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2005T4;88,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2005T3;78,9
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2005T2;83,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2005T1;79,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2004T4;86,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2004T3;77,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2004T2;80,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2004T1;77,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2003T4;84,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2003T3;75,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2003T2;78
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2003T1;74,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2002T4;81,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2002T3;73,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2002T2;74,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2002T1;71,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2001T4;78,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2001T3;70,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2001T2;71,9
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2001T1;68,5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2000T4;75,9
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2000T3;68,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2000T2;70,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Índice;Principales series de ETCL;2000T1;66,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2024T4;3,5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2024T3;4,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2024T2;4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2024T1;3,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2023T4;4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2023T3;4,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2023T2;5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2023T1;6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2022T4;4,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2022T3;4,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2022T2;4,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2022T1;5,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2021T4;5,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2021T3;5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2021T2;14,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2021T1;1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2020T4;-0,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2020T3;-0,9
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2020T2;-9,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2020T1;0,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2019T4;1,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2019T3;1,9
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2019T2;2,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2019T1;1,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2018T4;0,9
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2018T3;1,9
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2018T2;0,5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2018T1;0,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2017T4;0,5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2017T3;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2017T2;-0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2017T1;-0,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2016T4;-0,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2016T3;-0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2016T2;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2016T1;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2015T4;1,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2015T3;0,5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2015T2;0,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2015T1;1,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2014T4;-0,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2014T3;-0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2014T2;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2014T1;-0,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2013T4;2,5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2013T3;-0,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2013T2;-0,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2013T1;-1,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2012T4;-3,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2012T3;0,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2012T2;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2012T1;1,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2011T4;1,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2011T3;1,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2011T2;0,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2011T1;1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2010T4;0
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2010T3;0,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2010T2;1,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2010T1;1,9
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2009T4;2,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2009T3;3,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2009T2;4,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2009T1;2,9
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2008T4;4,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2008T3;5,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2008T2;5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2008T1;5,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2007T4;4,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2007T3;3,9
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2007T2;3,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2007T1;4,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2006T4;5,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2006T3;4,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2006T2;5,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2006T1;4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2005T4;2,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2005T3;2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2005T2;3,5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2005T1;1,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2004T4;2,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2004T3;2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2004T2;3,4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2004T1;4
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2003T4;3,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2003T3;3,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2003T2;4,3
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2003T1;5
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2002T4;3,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2002T3;3,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2002T2;3,9
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2002T1;3,9
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2001T4;3,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2001T3;3,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2001T2;2,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2001T1;3,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2000T4;..
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2000T3;..
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2000T2;..
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial total por trabajador;Tasa de variación anual;Principales series de ETCL;2000T1;..
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por trabajador;Euros;Principales series de ETCL;2024T4;2.010
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por trabajador;Euros;Principales series de ETCL;2024T3;2.006,41
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por trabajador;Euros;Principales series de ETCL;2024T2;1.981,29
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por trabajador;Euros;Principales series de ETCL;2024T1;1.954,31
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por trabajador;Euros;Principales series de ETCL;2023T4;1.931,31
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por trabajador;Euros;Principales series de ETCL;2023T3;1.931,37
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por trabajador;Euros;Principales series de ETCL;2023T2;1.907,68
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por trabajador;Euros;Principales series de ETCL;2023T1;1.886,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por trabajador;Euros;Principales series de ETCL;2022T4;1.846,15
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por trabajador;Euros;Principales series de ETCL;2022T3;1.847,71
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por trabajador;Euros;Principales series de ETCL;2022T2;1.808,28
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por trabajador;Euros;Principales series de ETCL;2022T1;1.785,9
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por trabajador;Euros;Principales series de ETCL;2021T4;1.780,03
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por trabajador;Euros;Principales series de ETCL;2021T3;1.776,83
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por trabajador;Euros;Principales series de ETCL;2021T2;1.736,39
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por trabajador;Euros;Principales series de ETCL;2021T1;1.712,55
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por trabajador;Euros;Principales series de ETCL;2020T4;1.691,91
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por trabajador;Euros;Principales series de ETCL;2020T3;1.689,45
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por trabajador;Euros;Principales series de ETCL;2020T2;1.498,01
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por trabajador;Euros;Principales series de ETCL;2020T1;1.694,25
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por trabajador;Euros;Principales series de ETCL;2019T4;1.702,41
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por trabajador;Euros;Principales series de ETCL;2019T3;1.710,36
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste salarial ordinario por trabajador;Euros;Principales series de ETCL;2019T2;1.683,4
