Divisiones de la CNAE-09;Componentes del coste;Periodo;Total
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por percepciones no salariales;2008T3;91,44
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por percepciones no salariales;2008T2;98,64
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por percepciones no salariales;2008T1;92,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2024T4;755,68
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2024T3;757,49
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2024T2;747,15
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2024T1;739,69
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2023T4;726,82
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2023T3;724,95
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2023T2;717,58
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2023T1;710,73
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2022T4;679,06
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2022T3;676,24
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2022T2;665,53
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2022T1;664,38
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2021T4;653,06
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2021T3;644,23
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2021T2;639,28
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2021T1;634,09
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2020T4;634,57
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2020T3;612,15
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2020T2;574,75
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2020T1;623,82
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2019T4;625,98
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2019T3;626,87
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2019T2;618,87
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2019T1;615,64
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2018T4;601,88
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2018T3;604,03
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2018T2;595,78
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2018T1;594,13
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2017T4;596,04
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2017T3;595,45
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2017T2;590,47
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2017T1;590
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2016T4;588,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2016T3;589,25
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2016T2;585,96
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2016T1;588,38
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2015T4;590,9
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2015T3;591,18
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2015T2;588,87
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2015T1;589,27
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2014T4;584,52
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2014T3;585,61
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2014T2;582,63
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2014T1;582,36
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2013T4;574,44
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2013T3;576,12
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2013T2;574,11
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2013T1;574,38
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2012T4;569,01
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2012T3;572,25
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2012T2;570,99
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2012T1;574,23
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2011T4;572,67
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2011T3;574,69
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2011T2;572,06
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2011T1;571,48
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2010T4;565,79
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2010T3;568,79
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2010T2;566,92
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2010T1;567,37
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2009T4;567,89
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2009T3;569,25
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2009T2;564,22
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2009T1;560,39
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2008T4;553,51
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2008T3;553,88
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2008T2;552,2
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Coste por cotizaciones obligatorias;2008T1;549,41
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2024T4;18,34
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2024T3;13,72
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2024T2;13,9
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2024T1;13,43
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2023T4;18,7
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2023T3;15,33
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2023T2;15,37
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2023T1;14,15
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2022T4;18,29
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2022T3;12,92
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2022T2;14,36
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2022T1;13,21
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2021T4;16,52
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2021T3;12,86
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2021T2;12,78
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2021T1;10,42
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2020T4;16,38
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2020T3;11,87
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2020T2;11,67
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2020T1;10,66
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2019T4;16,74
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2019T3;12,23
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2019T2;12,41
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2019T1;11,18
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2018T4;16,43
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2018T3;12,63
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2018T2;12,54
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2018T1;10,54
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2017T4;17,42
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2017T3;12,63
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2017T2;12,73
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2017T1;11,85
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2016T4;18,71
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2016T3;13,91
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2016T2;14,05
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2016T1;13,02
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2015T4;19,43
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2015T3;13,54
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2015T2;13,28
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2015T1;12,05
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2014T4;15,42
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2014T3;10,35
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2014T2;9,97
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2014T1;8,36
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2013T4;13,03
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2013T3;9,42
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2013T2;10,64
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2013T1;9,51
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2012T4;14,13
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2012T3;14,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2012T2;20,94
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2012T1;20,31
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2011T4;23,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2011T3;19,75
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2011T2;19,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2011T1;19,03
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2010T4;23,1
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2010T3;19,15
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2010T2;19,28
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2010T1;18,33
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2009T4;22,99
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2009T3;19,31
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2009T2;18,98
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2009T1;17,86
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2008T4;21,12
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2008T3;17,6
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2008T2;17,8
B_S Industria, construcción y servicios (excepto actividades de los hogares como empleadores y de organizaciones y organismos extraterritoriales);Subvenciones y bonificaciones de la S.Social;2008T1;18,35
B Industrias extractivas;Coste laboral total;2024T4;4.893,72
B Industrias extractivas;Coste laboral total;2024T3;4.481,02
B Industrias extractivas;Coste laboral total;2024T2;4.560,51
B Industrias extractivas;Coste laboral total;2024T1;4.466,49
B Industrias extractivas;Coste laboral total;2023T4;4.542,47
B Industrias extractivas;Coste laboral total;2023T3;4.158,6
B Industrias extractivas;Coste laboral total;2023T2;4.575,9
B Industrias extractivas;Coste laboral total;2023T1;4.398,33
B Industrias extractivas;Coste laboral total;2022T4;4.383,17
B Industrias extractivas;Coste laboral total;2022T3;4.200,18
B Industrias extractivas;Coste laboral total;2022T2;4.136,77
B Industrias extractivas;Coste laboral total;2022T1;3.959,43
B Industrias extractivas;Coste laboral total;2021T4;4.271,38
B Industrias extractivas;Coste laboral total;2021T3;3.969,85
B Industrias extractivas;Coste laboral total;2021T2;4.343,36
B Industrias extractivas;Coste laboral total;2021T1;5.249,02
B Industrias extractivas;Coste laboral total;2020T4;4.481,13
B Industrias extractivas;Coste laboral total;2020T3;4.107,16
B Industrias extractivas;Coste laboral total;2020T2;4.530,37
B Industrias extractivas;Coste laboral total;2020T1;4.695,68
B Industrias extractivas;Coste laboral total;2019T4;3.987,51
B Industrias extractivas;Coste laboral total;2019T3;3.793,65
B Industrias extractivas;Coste laboral total;2019T2;4.142,73
B Industrias extractivas;Coste laboral total;2019T1;4.512,96
B Industrias extractivas;Coste laboral total;2018T4;3.915,64
B Industrias extractivas;Coste laboral total;2018T3;3.609,02
B Industrias extractivas;Coste laboral total;2018T2;4.150,62
B Industrias extractivas;Coste laboral total;2018T1;4.306,78
B Industrias extractivas;Coste laboral total;2017T4;4.022,31
B Industrias extractivas;Coste laboral total;2017T3;4.008,35
B Industrias extractivas;Coste laboral total;2017T2;4.426,31
B Industrias extractivas;Coste laboral total;2017T1;4.254,99
B Industrias extractivas;Coste laboral total;2016T4;4.096,39
B Industrias extractivas;Coste laboral total;2016T3;3.864,78
B Industrias extractivas;Coste laboral total;2016T2;4.310,46
B Industrias extractivas;Coste laboral total;2016T1;4.180,43
B Industrias extractivas;Coste laboral total;2015T4;4.071,26
B Industrias extractivas;Coste laboral total;2015T3;3.697,98
B Industrias extractivas;Coste laboral total;2015T2;3.919,52
B Industrias extractivas;Coste laboral total;2015T1;3.819,06
B Industrias extractivas;Coste laboral total;2014T4;4.080,84
B Industrias extractivas;Coste laboral total;2014T3;3.663,37
B Industrias extractivas;Coste laboral total;2014T2;4.172,03
B Industrias extractivas;Coste laboral total;2014T1;3.812,39
B Industrias extractivas;Coste laboral total;2013T4;4.181,76
B Industrias extractivas;Coste laboral total;2013T3;3.795,75
B Industrias extractivas;Coste laboral total;2013T2;3.923,39
B Industrias extractivas;Coste laboral total;2013T1;3.702,51
B Industrias extractivas;Coste laboral total;2012T4;4.099,83
B Industrias extractivas;Coste laboral total;2012T3;3.418,34
B Industrias extractivas;Coste laboral total;2012T2;4.151,78
B Industrias extractivas;Coste laboral total;2012T1;3.541,56
B Industrias extractivas;Coste laboral total;2011T4;3.804,76
B Industrias extractivas;Coste laboral total;2011T3;3.340,53
B Industrias extractivas;Coste laboral total;2011T2;3.622,13
B Industrias extractivas;Coste laboral total;2011T1;3.242,14
B Industrias extractivas;Coste laboral total;2010T4;3.885,8
B Industrias extractivas;Coste laboral total;2010T3;3.257,34
B Industrias extractivas;Coste laboral total;2010T2;3.558,12
B Industrias extractivas;Coste laboral total;2010T1;3.013,71
B Industrias extractivas;Coste laboral total;2009T4;3.250,14
B Industrias extractivas;Coste laboral total;2009T3;3.062,58
B Industrias extractivas;Coste laboral total;2009T2;3.309,74
B Industrias extractivas;Coste laboral total;2009T1;2.952,02
B Industrias extractivas;Coste laboral total;2008T4;3.278,04
B Industrias extractivas;Coste laboral total;2008T3;3.004,6
B Industrias extractivas;Coste laboral total;2008T2;3.192,8
B Industrias extractivas;Coste laboral total;2008T1;2.941,47
B Industrias extractivas;Coste salarial total;2024T4;3.572,15
B Industrias extractivas;Coste salarial total;2024T3;3.202,06
B Industrias extractivas;Coste salarial total;2024T2;3.351,21
B Industrias extractivas;Coste salarial total;2024T1;3.176,96
B Industrias extractivas;Coste salarial total;2023T4;3.378,09
B Industrias extractivas;Coste salarial total;2023T3;3.009
B Industrias extractivas;Coste salarial total;2023T2;3.146,51
B Industrias extractivas;Coste salarial total;2023T1;3.098,37
B Industrias extractivas;Coste salarial total;2022T4;3.310,16
B Industrias extractivas;Coste salarial total;2022T3;3.145,76
B Industrias extractivas;Coste salarial total;2022T2;3.064,36
B Industrias extractivas;Coste salarial total;2022T1;2.901,37
B Industrias extractivas;Coste salarial total;2021T4;3.101,18
B Industrias extractivas;Coste salarial total;2021T3;2.872,84
B Industrias extractivas;Coste salarial total;2021T2;3.035,1
B Industrias extractivas;Coste salarial total;2021T1;4.162,26
B Industrias extractivas;Coste salarial total;2020T4;3.112,56
B Industrias extractivas;Coste salarial total;2020T3;2.812,92
B Industrias extractivas;Coste salarial total;2020T2;3.339,21
B Industrias extractivas;Coste salarial total;2020T1;3.590,73
B Industrias extractivas;Coste salarial total;2019T4;2.950,77
B Industrias extractivas;Coste salarial total;2019T3;2.757,26
B Industrias extractivas;Coste salarial total;2019T2;3.104,32
B Industrias extractivas;Coste salarial total;2019T1;3.472,46
B Industrias extractivas;Coste salarial total;2018T4;2.896,19
B Industrias extractivas;Coste salarial total;2018T3;2.617,73
B Industrias extractivas;Coste salarial total;2018T2;3.074,09
B Industrias extractivas;Coste salarial total;2018T1;3.315,14
B Industrias extractivas;Coste salarial total;2017T4;3.004,02
B Industrias extractivas;Coste salarial total;2017T3;2.714,48
B Industrias extractivas;Coste salarial total;2017T2;3.158,36
B Industrias extractivas;Coste salarial total;2017T1;3.245,75
B Industrias extractivas;Coste salarial total;2016T4;3.028,51
B Industrias extractivas;Coste salarial total;2016T3;2.792,17
B Industrias extractivas;Coste salarial total;2016T2;3.095,97
B Industrias extractivas;Coste salarial total;2016T1;3.194,35
B Industrias extractivas;Coste salarial total;2015T4;3.024,42
B Industrias extractivas;Coste salarial total;2015T3;2.748,02
B Industrias extractivas;Coste salarial total;2015T2;2.956,74
B Industrias extractivas;Coste salarial total;2015T1;2.822,06
B Industrias extractivas;Coste salarial total;2014T4;3.068,11
B Industrias extractivas;Coste salarial total;2014T3;2.686,45
B Industrias extractivas;Coste salarial total;2014T2;3.157,61
B Industrias extractivas;Coste salarial total;2014T1;2.860,11
B Industrias extractivas;Coste salarial total;2013T4;3.158,81
