Tipo de jornada;Secciones de la CNAE-09;Tiempo de trabajo;Periodo;Total
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2018T3;137,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2018T2;158,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2018T1;156
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2017T4;149,5
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2017T3;137,5
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2017T2;154
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2017T1;160,5
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2016T4;147,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2016T3;136,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2016T2;158,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2016T1;152,6
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2015T4;151,6
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2015T3;137,4
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2015T2;155,6
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2015T1;158,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2014T4;152
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2014T3;137,4
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2014T2;154,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2014T1;159,6
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2013T4;151,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2013T3;139,4
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2013T2;159,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2013T1;156,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2012T4;150,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2012T3;138,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2012T2;155,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2012T1;160,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2011T4;151,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2011T3;136
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2011T2;155
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2011T1;162,4
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2010T4;151,4
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2010T3;141,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2010T2;154,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2010T1;155,4
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2009T4;153,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2009T3;138,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2009T2;152,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2009T1;157,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2008T4;154
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2008T3;139,5
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2008T2;160,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas efectivas;2008T1;153,6
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2024T4;23
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2024T3;38,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2024T2;15,9
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2024T1;16
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2023T4;25,5
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2023T3;34,9
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2023T2;19,4
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2023T1;12,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2022T4;22,6
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2022T3;28,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2022T2;19,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2022T1;16,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2021T4;24,9
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2021T3;30,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2021T2;23,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2021T1;21,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2020T4;27,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2020T3;41,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2020T2;44,5
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2020T1;20,5
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2019T4;25,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2019T3;36,5
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2019T2;19,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2019T1;14,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2018T4;22,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2018T3;35,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2018T2;14,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2018T1;16,6
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2017T4;23,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2017T3;34,9
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2017T2;18,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2017T1;12
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2016T4;24,5
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2016T3;35,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2016T2;13,6
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2016T1;20
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2015T4;20,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2015T3;35,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2015T2;17
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2015T1;13,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2014T4;20,4
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2014T3;34,9
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2014T2;18,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2014T1;12,6
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2013T4;20,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2013T3;32,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2013T2;12,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2013T1;15,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2012T4;21,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2012T3;33,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2012T2;16,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2012T1;11,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2011T4;20,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2011T3;36,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2011T2;17
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2011T1;9,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2010T4;20,4
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2010T3;30,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2010T2;17,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2010T1;16,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2009T4;18,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2009T3;33,4
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2009T2;19,6
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2009T1;14,5
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2008T4;18,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2008T3;32,9
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2008T2;11,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas;2008T1;18,9
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2024T4;17,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2024T3;33,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2024T2;10,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2024T1;10,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2023T4;19,5
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2023T3;28,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2023T2;12,9
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2023T1;6,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2022T4;17,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2022T3;23,5
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2022T2;12,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2022T1;7,9
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2021T4;17,6
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2021T3;22,5
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2021T2;11,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2021T1;9,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2020T4;16,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2020T3;24,9
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2020T2;12,5
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2020T1;9,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2019T4;16,9
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2019T3;29
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2019T2;13,6
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2019T1;7,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2018T4;16,4
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2018T3;29,6
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2018T2;8,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2018T1;11,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2017T4;17,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2017T3;29,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2017T2;12,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2017T1;6,9
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2016T4;18,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2016T3;29,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2016T2;6,9
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2016T1;14,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2015T4;14,9
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2015T3;29,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2015T2;13,4
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2015T1;9,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2014T4;14,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2014T3;29,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2014T2;13,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2014T1;8,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2013T4;15
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2013T3;27,6
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2013T2;8,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2013T1;11,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2012T4;16,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2012T3;28
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2012T2;10,5
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2012T1;6
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2011T4;16,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2011T3;30,6
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2011T2;12,6
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2011T1;5,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2010T4;15,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2010T3;24,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2010T2;11,6
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2010T1;9,5
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2009T4;13,9
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2009T3;27,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2009T2;13,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2009T1;10,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2008T4;12,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2008T3;26,9
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2008T2;6,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por vacaciones y fiestas;2008T1;13,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2024T4;4,5
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2024T3;3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2024T2;4,4
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2024T1;3,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2023T4;3,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2023T3;4,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2023T2;4,9
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2023T1;4,4
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2022T4;3,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2022T3;2,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2022T2;4,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2022T1;5,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2021T4;4,6
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2021T3;4,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2021T2;4,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2021T1;4,6
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2020T4;4,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2020T3;4,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2020T2;4,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2020T1;4,5
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2019T4;5,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2019T3;5,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2019T2;4,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2019T1;4,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2018T4;4
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2018T3;4
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2018T2;3,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2018T1;3,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2017T4;3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2017T3;3,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2017T2;3,9
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2017T1;3,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2016T4;3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2016T3;3,6
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2016T2;4,9
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2016T1;3,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2015T4;4
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2015T3;2,9
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2015T2;2,5
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2015T1;2,5
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2014T4;3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2014T3;3,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2014T2;3,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2014T1;1,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2013T4;3,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2013T3;3,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2013T2;2,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2013T1;3,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2012T4;2,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2012T3;3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2012T2;3,7
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2012T1;3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2011T4;3,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2011T3;3,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2011T2;3,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2011T1;2,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2010T4;3,9
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2010T3;3,9
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2010T2;4,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2010T1;5
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2009T4;3,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2009T3;4,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2009T2;4,8
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2009T1;2,9
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2008T4;4
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2008T3;4,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2008T2;3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas no trabajadas por I.T;2008T1;4,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2024T4;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2024T3;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2024T2;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2024T1;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2023T4;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2023T3;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2023T2;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2023T1;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2022T4;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2022T3;0,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2022T2;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2022T1;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2021T4;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2021T3;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2021T2;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2021T1;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2020T4;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2020T3;0
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2020T2;0
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2020T1;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2019T4;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2019T3;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2019T2;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2019T1;0,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2018T4;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2018T3;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2018T2;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2018T1;0,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2017T4;0,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2017T3;0,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2017T2;0,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2017T1;0,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2016T4;0,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2016T3;0,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2016T2;0,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2016T1;0,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2015T4;0,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2015T3;0,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2015T2;0,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2015T1;0,3
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2014T4;0,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2014T3;0,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2014T2;0,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2014T1;0,2
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2013T4;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2013T3;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2013T2;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2013T1;0,1
Jornada a tiempo completo;L Actividades inmobiliarias;Horas extras por trabajador;2012T4;0
