Tipo de jornada;Secciones de la CNAE-09;Tiempo de trabajo;Periodo;Total
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2022T4;136,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2022T3;126,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2022T2;141,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2022T1;144,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2021T4;135,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2021T3;125,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2021T2;139,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2021T1;139,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2020T4;133,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2020T3;121
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2020T2;124,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2020T1;141,4
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2019T4;136,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2019T3;124,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2019T2;140,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2019T1;145
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2018T4;136,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2018T3;123,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2018T2;144,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2018T1;141
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2017T4;133,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2017T3;125,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2017T2;139
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2017T1;144,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2016T4;135,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2016T3;122,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2016T2;145,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2016T1;137,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2015T4;136
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2015T3;123,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2015T2;138,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2015T1;141,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2014T4;136,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2014T3;122,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2014T2;137,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2014T1;142,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2013T4;134,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2013T3;123,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2013T2;142,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2013T1;138,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2012T4;133,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2012T3;122,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2012T2;139
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2012T1;144,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2011T4;135,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2011T3;125,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2011T2;141,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2011T1;145,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2010T4;136,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2010T3;127,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2010T2;140,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2010T1;143,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2009T4;138,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2009T3;126,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2009T2;140,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2009T1;144,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2008T4;142
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2008T3;128,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2008T2;148,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas efectivas;2008T1;141,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2024T4;23,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2024T3;35,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2024T2;16,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2024T1;18,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2023T4;24,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2023T3;34,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2023T2;19
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2023T1;14,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2022T4;23,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2022T3;33,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2022T2;18
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2022T1;15,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2021T4;24,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2021T3;34
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2021T2;19,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2021T1;19,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2020T4;25,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2020T3;38,4
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2020T2;34
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2020T1;17
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2019T4;22,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2019T3;34,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2019T2;18,4
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2019T1;13,4
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2018T4;22,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2018T3;35,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2018T2;13,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2018T1;17,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2017T4;24,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2017T3;32,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2017T2;18,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2017T1;12,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2016T4;22,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2016T3;35,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2016T2;11,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2016T1;19,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2015T4;21,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2015T3;33,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2015T2;18,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2015T1;15,4
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2014T4;20,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2014T3;34,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2014T2;19,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2014T1;14,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2013T4;22,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2013T3;34,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2013T2;14,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2013T1;18,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2012T4;23,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2012T3;35,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2012T2;18,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2012T1;13,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2011T4;23,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2011T3;34
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2011T2;17,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2011T1;12,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2010T4;21,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2010T3;31,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2010T2;17,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2010T1;15
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2009T4;21
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2009T3;33,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2009T2;19,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2009T1;15,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2008T4;18,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2008T3;32,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2008T2;12,4
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas;2008T1;18,4
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2024T4;17,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2024T3;30,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2024T2;10
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2024T1;12,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2023T4;18,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2023T3;28,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2023T2;13,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2023T1;8,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2022T4;17,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2022T3;28
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2022T2;12
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2022T1;8,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2021T4;17,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2021T3;27
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2021T2;12
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2021T1;10,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2020T4;16,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2020T3;27,4
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2020T2;11,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2020T1;9,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2019T4;17
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2019T3;29,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2019T2;13
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2019T1;8,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2018T4;17,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2018T3;30,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2018T2;8,4
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2018T1;11,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2017T4;18,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2017T3;27,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2017T2;12,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2017T1;7,4
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2016T4;17,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2016T3;30,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2016T2;6,4
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2016T1;14,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2015T4;15,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2015T3;28,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2015T2;13,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2015T1;10,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2014T4;14,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2014T3;29
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2014T2;13,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2014T1;8,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2013T4;16,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2013T3;28,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2013T2;9,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2013T1;12,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2012T4;17,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2012T3;29,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2012T2;12,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2012T1;7,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2011T4;17,4
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2011T3;28,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2011T2;11,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2011T1;7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2010T4;16,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2010T3;25,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2010T2;12,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2010T1;9,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2009T4;15,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2009T3;28,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2009T2;13,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2009T1;10
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2008T4;13,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2008T3;28,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2008T2;7,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por vacaciones y fiestas;2008T1;13,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2024T4;4,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2024T3;3,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2024T2;4
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2024T1;3,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2023T4;3,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2023T3;3,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2023T2;3,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2023T1;3,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2022T4;3,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2022T3;3,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2022T2;4
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2022T1;4,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2021T4;3,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2021T3;3,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2021T2;3,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2021T1;3,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2020T4;3,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2020T3;3,4
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2020T2;4
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2020T1;3,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2019T4;3,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2019T3;3,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2019T2;3,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2019T1;3,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2018T4;3,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2018T3;3,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2018T2;3,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2018T1;3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2017T4;3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2017T3;2,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2017T2;3,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2017T1;2,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2016T4;2,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2016T3;2,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2016T2;3,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2016T1;2,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2015T4;2,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2015T3;2,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2015T2;2,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2015T1;2,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2014T4;2,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2014T3;2,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2014T2;2,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2014T1;2,6
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2013T4;2,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2013T3;2,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2013T2;2,4
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2013T1;2,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2012T4;2,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2012T3;2,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2012T2;2,4
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2012T1;3,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2011T4;2,7
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2011T3;2,5
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2011T2;3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2011T1;3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2010T4;2,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2010T3;2,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2010T2;3,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2010T1;3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2009T4;3,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2009T3;2,8
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2009T2;3,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2009T1;3,1
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2008T4;3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2008T3;3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2008T2;2,9
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas no trabajadas por I.T;2008T1;3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas extras por trabajador;2024T4;0,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas extras por trabajador;2024T3;0,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas extras por trabajador;2024T2;0,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas extras por trabajador;2024T1;0,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas extras por trabajador;2023T4;0,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas extras por trabajador;2023T3;0,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas extras por trabajador;2023T2;0,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas extras por trabajador;2023T1;0,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas extras por trabajador;2022T4;0,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas extras por trabajador;2022T3;0,3
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas extras por trabajador;2022T2;0,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas extras por trabajador;2022T1;0,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas extras por trabajador;2021T4;0,4
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas extras por trabajador;2021T3;0,2
Ambas jornadas;M Actividades profesionales, científicas y técnicas;Horas extras por trabajador;2021T2;0,2
